1992 10 01 00 00     NaN 328.89  13.60  71.25
1992 10 01 00 09     NaN 267.83  12.71  65.83
1992 10 01 00 20     NaN 317.05  14.18  72.02
1992 10 01 00 29     NaN 305.08  13.65  64.40
1992 10 01 00 40     NaN 248.38  11.06  69.62
1992 10 01 00 49     NaN 244.23   9.53  75.26
1992 10 01 01 00     NaN 268.36  10.61  65.40
1992 10 01 01 09     NaN 331.41  12.72  72.82
1992 10 01 01 20     NaN 316.31  12.08  62.93
1992 10 01 01 30     NaN 101.78  13.04  71.13
1992 10 01 01 39     NaN 285.09  13.07  68.52
1992 10 01 01 50     NaN 278.19  11.39  71.05
1992 10 01 02 00     NaN 239.84  11.71  68.81
1992 10 01 02 10     NaN 307.40  11.93  68.33
1992 10 01 02 19     NaN 250.94  11.73  76.88
1992 10 01 02 30     NaN 234.07   9.94  81.90
1992 10 01 02 39     NaN 335.76  11.62  75.80
1992 10 01 02 50     NaN 120.42  10.26  80.74
1992 10 01 03 00     NaN 133.12   8.38  82.15
1992 10 01 03 10     NaN 202.13  10.81  54.72
1992 10 01 03 20     NaN 108.00   6.47  79.49
1992 10 01 03 30     NaN 259.10  11.92  64.73
1992 10 01 03 40     NaN 143.63  10.87  64.58
1992 10 01 03 49     NaN 218.26  10.85  43.78
1992 10 01 04 00     NaN 209.54  11.37  39.62
1992 10 01 04 10     NaN 140.99   7.34  46.88
1992 10 01 04 20     NaN 195.80   6.00  51.68
1992 10 01 04 30     NaN 258.47   7.74  31.53
1992 10 01 04 39     NaN 239.26   8.24  19.59
1992 10 01 04 50     NaN 244.31   8.42  23.32
1992 10 01 05 00     NaN 179.11   8.54  25.88
1992 10 01 05 10     NaN 227.86   9.24  18.07
1992 10 01 05 20     NaN 250.48   9.18   3.87
1992 10 01 05 30     NaN 263.21  10.29   2.25
1992 10 01 05 40     NaN 246.30  10.94  18.68
1992 10 01 05 50     NaN 266.48  10.40   3.35
1992 10 01 06 00     NaN 257.04  11.10   5.56
1992 10 01 06 10     NaN 243.60  10.72  13.70
1992 10 01 06 20     NaN 220.76  12.07   5.38
1992 10 01 06 30     NaN 234.53  11.25   5.60
1992 10 01 06 40     NaN 234.54  12.77   6.11
1992 10 01 06 50     NaN 333.52  11.96   6.61
1992 10 01 07 00     NaN 128.33  14.11   6.69
1992 10 01 07 09     NaN 120.09  10.42   9.52
1992 10 01 07 20     NaN 190.10  11.67   9.72
1992 10 01 07 30     NaN 177.70  11.97  10.46
1992 10 01 07 40     NaN 171.55  11.78   9.34
1992 10 01 07 50     NaN 183.86  10.64   7.33
1992 10 01 07 59     NaN 182.06   9.33  17.53
1992 10 01 08 10     NaN 187.11   8.86  15.37
1992 10 01 08 19     NaN 194.01   9.02  16.99
1992 10 01 08 30     NaN 199.06   8.69  13.00
1992 10 01 08 39     NaN 193.66   7.34  20.16
1992 10 01 08 50     NaN 192.56   6.59  16.13
1992 10 01 09 00     NaN 199.93   6.29  18.10
1992 10 01 09 09     NaN 197.24   6.57  18.73
1992 10 01 09 20     NaN 207.28   6.35  13.88
1992 10 01 09 29     NaN 215.38   6.72  12.30
1992 10 01 09 40     NaN 205.91   8.24   6.64
1992 10 01 09 50     NaN 192.56  10.74   1.97
1992 10 01 10 00     NaN 184.95  12.29   1.71
1992 10 01 10 09     NaN 195.23  11.93   4.00
1992 10 01 10 20     NaN 207.24  10.03   4.25
1992 10 01 10 30     NaN 208.16   9.42   3.12
1992 10 01 10 39     NaN 212.87  10.59   2.44
1992 10 01 10 50     NaN 216.85   8.84   2.47
1992 10 01 11 00     NaN 223.33   8.39   3.03
1992 10 01 11 10     NaN 224.52   8.46   2.75
1992 10 01 11 19     NaN 226.22   8.93   3.39
1992 10 01 11 30     NaN 220.29   8.61   3.33
1992 10 01 11 40     NaN 222.59   8.14   3.26
1992 10 01 11 50     NaN 219.28   8.47   3.18
1992 10 01 12 00     NaN 222.46   8.46   3.44
1992 10 01 12 09     NaN 225.36   8.02   3.63
1992 10 01 12 20     NaN 229.34   7.13   3.98
1992 10 01 12 29     NaN 225.72   7.66   2.78
1992 10 01 12 40     NaN 234.93   8.46   1.88
1992 10 01 12 49     NaN 237.31   8.49   1.92
1992 10 01 13 00     NaN 216.33   8.06   1.67
1992 10 01 13 10     NaN 225.73   8.15   1.54
1992 10 01 13 20     NaN 225.66   8.06   1.32
1992 10 01 13 30     NaN 224.09   8.01   1.53
1992 10 01 13 40     NaN 235.43   7.04   1.89
1992 10 01 13 50     NaN 231.88   6.44   1.28
1992 10 01 13 59     NaN 235.18   4.88   1.60
1992 10 01 14 10     NaN 236.94   4.60   1.45
1992 10 01 14 19     NaN 235.17   3.90   2.33
1992 10 01 14 30     NaN 233.92   3.04   2.22
1992 10 01 14 40     NaN 234.84   3.03   2.53
1992 10 01 14 50     NaN 236.45   2.85   3.28
1992 10 01 15 00     NaN 236.53   2.75   3.28
1992 10 01 15 09     NaN 233.85   3.01   3.19
1992 10 01 15 20     NaN 237.02   2.35   3.28
