2006 02 01 00 00    6.09     150    3.60       2   618.4
2006 02 01 00 05    6.96     142    3.70       2   618.4
2006 02 01 00 10    7.83     136    3.90       2   618.3
2006 02 01 00 15    7.83     134    4.00       2   618.3
2006 02 01 00 20    8.70     136    3.90       3   618.2
2006 02 01 00 25    7.83     137    3.80       2   618.2
2006 02 01 00 30    7.83     142    3.80       2   618.2
2006 02 01 00 35    7.83     145    3.70       2   618.1
2006 02 01 00 40    7.83     141    3.60       2   618.0
2006 02 01 00 45    8.70     134    3.80       2   618.0
2006 02 01 00 50    8.70     134    3.70       3   618.0
2006 02 01 00 55    8.70     136    3.70       3   618.0
2006 02 01 01 00    8.70     135    3.70       3   617.9
2006 02 01 01 05    8.70     135    3.60       3   617.9
2006 02 01 01 10    8.70     137    3.60       3   617.8
2006 02 01 01 15    9.57     136    3.60       3   617.7
2006 02 01 01 20   11.30     136    3.60       3   617.7
2006 02 01 01 25    9.57     137    3.50       4   617.7
2006 02 01 01 30    8.70     138    3.50       3   617.6
2006 02 01 01 35    9.57     139    3.50       3   617.5
2006 02 01 01 40   10.43     138    3.30       3   617.4
2006 02 01 01 45    8.70     143    3.40       3   617.4
2006 02 01 01 50    8.70     142    3.40       3   617.4
2006 02 01 01 55    9.57     140    3.30       3   617.4
2006 02 01 02 00    8.70     141    3.30       3   617.3
2006 02 01 02 05    8.70     141    3.30       3   617.3
2006 02 01 02 10    8.70     143    3.30       3   617.2
2006 02 01 02 15    9.57     138    3.30       3   617.2
2006 02 01 02 20    9.57     139    3.30       3   617.1
2006 02 01 02 25   10.43     141    3.20       3   617.1
2006 02 01 02 30   11.30     141    3.00       4   617.0
2006 02 01 02 35   11.30     133    3.00       4   616.9
2006 02 01 02 40   10.43     142    2.90       4   616.9
2006 02 01 02 45   10.43     142    2.80       4   616.9
2006 02 01 02 50    9.57     142    2.80       3   616.9
2006 02 01 02 55    9.57     139    2.70       4   616.9
2006 02 01 03 00    8.70     138    2.70       3   616.9
2006 02 01 03 05    7.83     136    2.90       3   616.8
2006 02 01 03 10    8.70     136    3.00       2   616.8
2006 02 01 03 15    6.96     136    3.20       2   616.8
2006 02 01 03 20    8.70     133    3.40       2   616.8
2006 02 01 03 25    9.57     128    3.30       4   616.8
2006 02 01 03 30    8.70     136    3.30       3   616.8
2006 02 01 03 35    8.70     134    3.50       2   616.7
2006 02 01 03 40   10.43     134    3.40       3   616.6
2006 02 01 03 45   11.30     134    3.10       4   616.5
2006 02 01 03 50   11.30     136    2.70       5   616.5
2006 02 01 03 55   10.43     137    2.70       4   616.5
2006 02 01 04 00   10.43     142    2.50       4   616.5
2006 02 01 04 06    9.57     141    2.70       3   616.4
2006 02 01 04 10    8.70     145    2.70       4   616.5
2006 02 01 04 15    6.96     148    2.90       2   616.5
2006 02 01 04 20    7.83     142    3.00       3   616.5
2006 02 01 04 25    7.83     142    3.00       3   616.5
2006 02 01 04 30    7.83     143    3.00       3   616.5
2006 02 01 04 35    8.70     147    3.00       3   616.5
2006 02 01 04 40    7.83     143    3.00       3   616.4
2006 02 01 04 45    6.96     144    3.00       3   616.4
2006 02 01 04 50    6.96     143    3.00       3   616.5
2006 02 01 04 55    6.09     143    3.10       2   616.6
2006 02 01 05 00    6.09     145    3.30       2   616.6
2006 02 01 05 05    6.96     142    3.50       2   616.5
2006 02 01 05 10    7.83     142    3.50       2   616.6
2006 02 01 05 15    7.83     140    3.50       2   616.6
2006 02 01 05 20    7.83     139    3.40       2   616.6
2006 02 01 05 26    8.70     141    3.50       2   616.6
2006 02 01 05 30    9.57     141    3.40       3   616.6
2006 02 01 05 35   10.43     139    3.40       3   616.5
2006 02 01 05 40   10.43     145    3.30       4   616.5
2006 02 01 05 45   10.43     143    3.20       3   616.6
2006 02 01 05 50   11.30     145    3.20       4   616.5
2006 02 01 05 55    9.57     150    3.30       3   616.6
2006 02 01 06 00   11.30     144    3.10       3   616.6
2006 02 01 06 05   11.30     140    3.00       3   616.6
2006 02 01 06 10   12.17     142    2.90       4   616.5
2006 02 01 06 15   12.17     143    2.90       4   616.6
2006 02 01 06 20   10.43     135    2.90       4   616.5
2006 02 01 06 25   10.43     142    2.90       4   616.6
2006 02 01 06 30   11.30     146    2.60       5   616.6
2006 02 01 06 35   12.17     138    2.20       6   616.7
2006 02 01 06 40   10.43     143    2.30       5   616.8
2006 02 01 06 45    8.70     138    2.60       4   616.9
2006 02 01 06 50    9.57     137    2.80       4   616.9
2006 02 01 06 55    9.57     146    3.10       3   616.8
2006 02 01 07 00   10.43     145    3.30       3   616.8
2006 02 01 07 05   10.43     117    3.30       4   616.9
2006 02 01 07 10   11.30     137    3.30       5   616.9
2006 02 01 07 15   10.43     128    3.30       4   617.0
2006 02 01 07 20   10.43     147    3.60       4   616.9
2006 02 01 07 25   11.30     143    3.60       4   616.9
2006 02 01 07 30    9.57     146    3.90       3   616.9
2006 02 01 07 35    9.57     144    4.00       3   617.0
2006 02 01 07 40    9.57     148    4.00       3   617.0
2006 02 01 07 45    8.70     146    3.80       4   617.1
2006 02 01 07 50   11.30     141    3.60       4   617.1
2006 02 01 07 55   11.30     141    3.80       5   617.1
2006 02 01 08 00   10.43     129    3.80       4   617.2
2006 02 01 08 05   11.30     141    3.70       7   617.2
2006 02 01 08 10    9.57     145    3.80       5   617.2
2006 02 01 08 15    8.70     147    3.80       6   617.2
2006 02 01 08 20    9.57     148    3.70       6   617.3
2006 02 01 08 25    8.70     151    3.90       4   617.2
2006 02 01 08 30    8.70     155    4.00       5   617.3
2006 02 01 08 35   10.43     134    4.00       7   617.3
2006 02 01 08 40   10.43     139    4.20       6   617.3
2006 02 01 08 45    9.57     131    4.30       4   617.4
2006 02 01 08 50    8.70     152    4.30       6   617.4
2006 02 01 08 55    9.57     151    4.30       5   617.5
2006 02 01 09 00    7.83     159    4.30       4   617.5
