1996 01 01 10 00    0.00 254.46  -0.84  17.99
1996 01 01 10 10    0.00 254.46  -0.68  17.44
1996 01 01 10 20    0.00 254.46  -0.91  18.65
1996 01 01 10 30    0.00 254.46  -1.21  22.11
1996 01 01 10 40    0.00 254.46  -1.33  22.52
1996 01 01 10 50    0.00 254.46  -1.36  22.98
1996 01 01 11 00    0.00 254.46  -1.51  23.74
1996 01 01 11 10    0.01 241.36  -1.77  21.51
1996 01 01 11 20    0.00 242.93  -2.35  33.38
1996 01 01 11 30    0.00 246.57  -3.21  31.83
1996 01 01 11 40    0.00 247.65  -2.56  24.22
1996 01 01 11 50    0.00 247.60  -1.71  20.32
1996 01 01 12 00    0.00 246.59  -1.37  18.79
1996 01 01 12 10    0.00 246.98  -1.37  16.90
1996 01 01 12 20    0.00 247.09  -1.58  19.99
1996 01 01 12 30    0.00 248.39  -1.83  24.76
1996 01 01 12 40    0.00 248.77  -1.99  23.31
1996 01 01 12 50    0.00 248.91  -1.77  19.93
1996 01 01 13 00    0.00 248.40  -1.51  22.30
1996 01 01 13 10    0.00 248.67  -1.66  21.90
1996 01 01 13 20    0.00 249.38  -1.39  21.96
1996 01 01 13 30    0.00 249.31  -1.42  25.64
1996 01 01 13 40    0.00 249.37  -1.75  28.21
1996 01 01 13 50    0.00 249.61  -1.79  25.07
1996 01 01 14 00    0.00 249.74  -1.78  25.31
1996 01 01 14 10    0.00 249.96  -1.75  36.42
1996 01 01 14 20    0.00 249.84  -1.73  40.81
1996 01 01 14 30    0.00 250.13  -1.86  40.94
1996 01 01 14 40    0.00 249.52  -2.15  74.73
1996 01 01 14 50    0.00 254.46  -2.06  80.21
1996 01 01 15 00    0.00 254.47  -1.88  86.47
1996 01 01 15 10    0.00 254.46  -1.84  69.76
1996 01 01 15 20    0.00 254.46  -1.48  74.20
1996 01 01 15 30    0.00 254.46  -1.72  93.71
1996 01 01 15 40    0.00 254.46  -1.35  98.05
1996 01 01 15 50    0.00 254.46  -1.42  98.02
1996 01 01 16 00    0.00 254.46  -1.10  98.00
1996 01 01 16 10    0.00 254.46  -0.95  97.99
1996 01 01 16 20    0.00 254.46  -0.88  97.98
1996 01 01 16 30    0.00 254.46  -1.22  95.96
1996 01 01 16 40    0.00 254.45  -0.54  46.04
1996 01 01 16 50    0.00 254.45  -0.42  40.08
1996 01 01 17 00    0.00 254.46  -0.38  35.88
1996 01 01 17 10    0.00 254.46  -1.46  91.49
1996 01 01 17 20    0.00 254.46  -0.85  56.51
1996 01 01 17 30    0.00 254.46  -1.35  95.84
1996 01 01 17 40    0.00 254.46  -1.05  98.03
1996 01 01 17 50    0.00 254.46  -0.73  98.00
1996 01 01 18 00    0.00 254.46  -0.37  97.98
1996 01 01 18 10    0.00 254.46  -0.84  97.98
1996 01 01 18 20    0.00 254.46  -0.48  97.97
1996 01 01 18 30    0.00 254.46   0.01  97.95
1996 01 01 18 40    0.00 254.45  -0.02  97.96
1996 01 01 18 50    0.00 254.45  -0.08  97.95
1996 01 01 19 00    0.00 255.43   0.03  97.95
1996 01 01 19 10    0.00 255.44  -0.34  97.95
1996 01 01 19 20    0.00 255.44  -0.23  97.95
1996 01 01 19 30    0.00 255.44  -0.31  97.95
1996 01 01 19 40    0.00 255.44   0.04  97.94
1996 01 01 19 50    0.00 255.93  -0.37  97.95
1996 01 01 20 00    0.00 255.93  -1.29  97.96
1996 01 01 20 10    0.00 255.93  -0.47  97.93
1996 01 01 20 20    0.00 233.36  -0.37  97.94
1996 01 01 20 30    0.00 235.79  -0.54  97.94
1996 01 01 20 40    0.00 252.47  -0.69  97.95
1996 01 01 20 50    0.00 252.57  -0.83  97.94
1996 01 01 21 00    0.00 252.57  -0.82  97.95
1996 01 01 21 10    0.00 252.70  -0.83  97.96
1996 01 01 21 20    0.00 253.08  -0.79  95.41
1996 01 01 21 30    0.00 253.48  -1.02  89.02
1996 01 01 21 40    0.00 253.48  -1.32  96.09
1996 01 01 21 50    0.00 253.48  -1.41  95.37
1996 01 01 22 00    0.00 253.48  -0.58  77.79
1996 01 01 22 10    0.00 252.49  -0.67  93.89
1996 01 01 22 20    0.00 252.60  -1.15  97.61
1996 01 01 22 30    0.00 252.98  -0.59  90.87
1996 01 01 22 40    0.00 252.44  -0.70  91.80
1996 01 01 22 50    0.00 251.95  -1.06  92.05
1996 01 01 23 00    0.00 242.57  -0.62  88.17
1996 01 01 23 10   15.96 239.91  -0.27  89.77
1996 01 01 23 20   19.03 245.36  -0.54  98.04
1996 01 01 23 30   20.64 238.61  -0.49  98.00
1996 01 01 23 40   17.20 218.99  -1.07  97.99
1996 01 01 23 50   18.07 240.66  -0.89  97.99
1996 01 02 00 00   14.78 233.30  -1.06  97.97
1996 01 02 00 10   20.91 239.67  -1.23  97.97
1996 01 02 00 20   16.35 229.42  -0.87  97.97
1996 01 02 00 30   12.22 224.50  -0.74  97.97
1996 01 02 00 40   14.96 250.62  -1.08  97.99
1996 01 02 00 50   16.12 243.66  -1.03  97.99
1996 01 02 01 00    8.80 217.13  -0.58  97.97
1996 01 02 01 10   15.70 226.57  -0.40  97.96
1996 01 02 01 20   15.56 226.56  -0.60  97.95
1996 01 02 01 30   10.92 240.78  -0.44  97.95
1996 01 02 01 40    8.95 221.58  -0.20  97.94
1996 01 02 01 50    5.18 210.61  -0.21  97.94
1996 01 02 02 00    4.74 212.37  -0.48  97.95
1996 01 02 02 10    8.66 213.32  -0.70  97.94
1996 01 02 02 20    8.32 213.32  -1.11  97.95
1996 01 02 02 30    4.95 213.32  -1.21  97.96
1996 01 02 02 40    4.76 213.28  -0.88  97.95
1996 01 02 02 50    6.07 213.33   0.11  97.95
1996 01 02 03 00   11.36 207.88   0.37  94.89
1996 01 02 03 10    7.26 195.15   0.77  68.38
1996 01 02 03 20    8.49 192.93   0.74  56.89
1996 01 02 03 30    9.23 192.95   0.42  61.55
1996 01 02 03 40    9.51 192.97   0.29  50.80
1996 01 02 03 50    7.77 192.90  -0.25  42.66
1996 01 02 04 00    5.67 193.03  -0.52  39.19
1996 01 02 04 10    9.85 226.70  -1.08  51.21
1996 01 02 04 20   17.00 225.54  -1.53  49.21
1996 01 02 04 30   14.47 233.43  -1.84  54.23
1996 01 02 04 40   15.83 237.35  -1.66  57.69
1996 01 02 04 50   19.20 247.10  -1.84  45.48
1996 01 02 05 00   19.10 242.59  -2.16  35.95
1996 01 02 05 10   20.02 241.60  -2.27  38.08
1996 01 02 05 20   16.67 246.54  -2.52  41.84
1996 01 02 05 30   16.18 245.53  -2.51  43.29
1996 01 02 05 40   16.08 246.65  -2.20  39.05
1996 01 02 05 50   14.58 253.69  -2.58  47.12
1996 01 02 06 00   16.59 248.54  -3.29  45.04
1996 01 02 06 10   16.05 256.99  -3.36  35.59
1996 01 02 06 20   18.13 254.72  -3.35  35.06
1996 01 02 06 30   17.31 253.46  -3.09  32.61
1996 01 02 06 40   18.98 255.39  -3.90  42.15
1996 01 02 06 50   19.36 256.78  -3.49  32.96
1996 01 02 07 00   16.85 259.15  -3.91  45.55
1996 01 02 07 10   18.12 256.45  -4.02  43.71
1996 01 02 07 20   16.93 252.46  -3.68  40.68
1996 01 02 07 30   12.98 249.14  -4.02  37.94
1996 01 02 07 40   10.87 257.45  -4.00  40.22
1996 01 02 07 50   14.19 254.40  -3.82  40.81
1996 01 02 08 00   15.88 261.28  -3.95  30.26
1996 01 02 08 10   17.10 258.42  -3.33  25.93
1996 01 02 08 20   20.58 267.21  -3.67  31.67
1996 01 02 08 30   25.91 265.33  -3.82  40.56
1996 01 02 08 40   25.64 265.44  -3.28  35.15
1996 01 02 08 50   27.74 265.10  -3.14  22.93
1996 01 02 09 00   30.57 269.67  -3.18  19.55
1996 01 02 09 10   25.29 276.11  -2.93  26.21
1996 01 02 09 20   31.77 272.40  -2.91  22.64
1996 01 02 09 30   33.72 276.50  -3.07  39.44
1996 01 02 09 40   27.12 277.84  -2.87  44.28
1996 01 02 09 50   28.79 260.16  -2.63  11.43
1996 01 02 10 00   24.14 277.57  -3.14  25.11
1996 01 02 10 10   19.79 281.82  -2.85  29.64
1996 01 02 10 20   20.19 280.22  -3.37  43.12
1996 01 02 10 30   18.65 270.37  -3.19  38.64
1996 01 02 10 40   16.44 295.53  -2.70  53.06
1996 01 02 10 50   16.15 286.50  -2.31  59.01
1996 01 02 11 00   13.43 264.48  -2.18  55.90
1996 01 02 11 10   12.62 293.12  -2.43  50.67
1996 01 02 11 20    7.31 283.69  -2.05  36.80
1996 01 02 11 30   11.27 307.20  -2.23  43.08
1996 01 02 11 40   13.60 299.24  -1.76  51.54
1996 01 02 11 50   12.72 264.25  -2.01  50.13
1996 01 02 12 00   10.52 283.04  -1.55  51.84
1996 01 02 12 10   10.69 298.56  -1.76  50.94
1996 01 02 12 20   12.17 309.62  -1.70  48.23
1996 01 02 12 30    8.65 303.89  -2.06  48.48
1996 01 02 12 40   15.29 325.76  -2.07  46.66
1996 01 02 12 50   12.50 302.37  -2.13  53.53
1996 01 02 13 00   10.83 298.36  -2.04  51.10
1996 01 02 13 10   13.74 306.63  -1.99  50.39
1996 01 02 13 20   16.15 300.80  -2.36  55.61
1996 01 02 13 30   15.77 303.51  -2.25  61.03
1996 01 02 13 40   13.45 295.82  -2.15  59.46
1996 01 02 13 50   12.71 300.79  -1.86  71.64
1996 01 02 14 00   20.71 278.93  -2.28  75.28
1996 01 02 14 10   18.48 293.23  -1.80  76.31
1996 01 02 14 20   17.51 281.02  -2.16  83.11
1996 01 02 14 30   16.93 281.90  -1.85  81.07
1996 01 02 14 40   17.00 275.91  -2.30  78.61
1996 01 02 14 50   15.94 291.02  -2.21  72.24
1996 01 02 15 00   17.96 287.78  -2.89  67.81
1996 01 02 15 10   18.81 280.40  -2.70  75.14
1996 01 02 15 20   20.32 283.38  -2.64  82.81
1996 01 02 15 30   21.75 278.91  -2.65  89.94
1996 01 02 15 40   21.82 291.91  -2.69  89.99
1996 01 02 15 50   18.42 290.74  -2.68  89.23
1996 01 02 16 00   19.78 293.58  -2.64  51.57
1996 01 02 16 10   20.68 266.42  -2.86  49.11
1996 01 02 16 20   19.56 287.49  -2.64  27.39
1996 01 02 16 30   21.82 289.85  -2.79  18.10
1996 01 02 16 40   27.60 282.21  -2.61  10.16
1996 01 02 16 50   25.90 284.47  -2.32  11.40
1996 01 02 17 00   27.09 280.46  -2.43  13.76
1996 01 02 17 10   21.60 261.51  -2.49  12.23
1996 01 02 17 20   23.13 281.88  -1.93  12.94
1996 01 02 17 30   20.77 275.07  -2.18  19.96
1996 01 02 17 40   22.63 275.97  -2.25  22.39
1996 01 02 17 50   25.58 278.05  -2.21  20.78
1996 01 02 18 00   25.63 283.23  -2.24  21.69
1996 01 02 18 10   23.86 265.18  -1.58  36.43
1996 01 02 18 20   26.99 266.39  -1.82  34.83
1996 01 02 18 30   25.90 274.50  -1.70  36.52
1996 01 02 18 40   21.82 276.00  -1.78  38.31
1996 01 02 18 50   25.32 286.63  -1.46  44.62
1996 01 02 19 00   28.24 285.31  -1.27  49.73
1996 01 02 19 10   20.12 288.81  -1.09  54.48
1996 01 02 19 20   20.45 283.38  -1.57  52.30
1996 01 02 19 30   14.06 298.41  -1.45  55.66
1996 01 02 19 40   19.07 276.94  -1.08  67.68
1996 01 02 19 50   20.72 290.14  -0.75  71.85
1996 01 02 20 00   14.61 287.68  -0.95  69.65
1996 01 02 20 10   10.30 271.31  -0.67  65.50
1996 01 02 20 20   14.80 293.71  -0.65  70.52
1996 01 02 20 30   17.07 268.20  -0.62  62.51
1996 01 02 20 40   18.67 283.95  -0.34  66.54
1996 01 02 20 50   16.85 280.19  -0.44  67.64
1996 01 02 21 00   16.48 296.29  -0.12  69.62
1996 01 02 21 10   16.38 285.13  -0.03  71.29
1996 01 02 21 20   15.13 292.11  -0.11  65.65
1996 01 02 21 30   18.71 277.92   0.26  72.03
1996 01 02 21 40   13.87 298.07   0.35  67.41
1996 01 02 21 50   18.56 304.71   0.44  67.76
1996 01 02 22 00   14.73 285.60   0.38  65.00
1996 01 02 22 10   15.55 247.50   0.30  61.33
1996 01 02 22 20   18.00 272.79   0.32  62.39
1996 01 02 22 30   17.04 300.81   0.85  60.64
1996 01 02 22 40   18.33 296.14   0.95  59.03
1996 01 02 22 50   18.67 296.95   1.02  64.34
1996 01 02 23 00   18.71 303.83   1.00  61.43
1996 01 02 23 10   17.46 293.89   1.41  60.01
1996 01 02 23 20   13.89 280.22   1.16  59.93
1996 01 02 23 30   13.55 287.11   1.40  62.98
1996 01 02 23 40    5.72 262.26   1.17  69.31
1996 01 02 23 50   14.40 280.89   1.29  72.75
1996 01 03 00 00   15.67 298.97   0.96  65.80
1996 01 03 00 10   12.35 294.40   1.43  63.63
1996 01 03 00 20   12.42 272.20   1.25  64.69
1996 01 03 00 30   23.89 326.16   0.85  64.49
1996 01 03 00 40   16.32 318.22   1.37  62.48
1996 01 03 00 50   17.35 297.42   0.65  67.72
1996 01 03 01 00   12.37 318.34   0.62  68.22
1996 01 03 01 10   13.40 319.42   1.06  66.28
1996 01 03 01 20    7.43 258.41   0.77  69.35
1996 01 03 01 30   10.11 303.43   0.54  63.10
1996 01 03 01 40    7.99 278.74   0.17  68.70
1996 01 03 01 50   10.85 310.92   0.03  75.75
1996 01 03 02 00   10.89 280.15  -0.23  83.93
1996 01 03 02 10    4.33 276.60  -1.30  88.85
1996 01 03 02 20    7.73 274.99  -0.19  78.26
1996 01 03 02 30    1.76 291.59  -0.51  75.36
1996 01 03 02 40    4.10 298.02  -0.15  70.52
1996 01 03 02 50    7.93 310.54  -0.05  66.82
1996 01 03 03 00    5.69 290.45  -0.22  67.72
1996 01 03 03 10   10.96 309.55   0.04  63.35
1996 01 03 03 20    7.55 307.17  -0.25  72.29
1996 01 03 03 30    6.63 293.04  -0.63  69.37
1996 01 03 03 40    8.40 313.71  -1.00  71.02
1996 01 03 03 50   11.42 323.22  -1.11  70.73
1996 01 03 04 00    9.10 315.33  -1.50  72.05
1996 01 03 04 10   11.25 321.38  -1.91  75.37
1996 01 03 04 20   12.76 318.96  -2.07  75.99
1996 01 03 04 30   11.30 326.16  -2.05  78.21
1996 01 03 04 40   11.34 322.22  -2.27  78.64
1996 01 03 04 50   15.76 324.22  -2.20  79.96
1996 01 03 05 00   11.71 324.68  -2.59  81.07
1996 01 03 05 10    6.56 340.28  -2.60  81.89
1996 01 03 05 20    7.95 330.71  -2.56  81.80
1996 01 03 05 30    4.82 326.25  -2.50  80.92
1996 01 03 05 40    5.56 321.30  -2.31  81.24
1996 01 03 05 50    5.33 312.56  -2.48  80.38
1996 01 03 06 00    7.04 301.05  -2.35  78.75
1996 01 03 06 10    8.61 305.67  -2.15  75.10
1996 01 03 06 20    6.78 303.89  -2.37  75.41
1996 01 03 06 30    8.75 307.25  -2.24  74.87
1996 01 03 06 40    9.68 314.04  -2.37  78.10
1996 01 03 06 50   10.89 294.46  -2.17  65.93
1996 01 03 07 00   11.72 266.93  -1.78  64.67
1996 01 03 07 10   13.69 296.10  -2.09  62.68
1996 01 03 07 20   16.32 273.03  -2.09  63.62
1996 01 03 07 30   19.06 267.43  -2.24  65.17
1996 01 03 07 40   10.77 294.73  -2.36  69.83
1996 01 03 07 50   17.40 304.68  -2.45  70.73
1996 01 03 08 00    9.77 266.91  -2.17  68.73
1996 01 03 08 10   13.50 274.58  -2.37  66.86
1996 01 03 08 20   10.36 301.66  -2.18  67.45
1996 01 03 08 30   19.78 311.52  -2.51  69.32
1996 01 03 08 40   17.81 315.44  -2.21  70.63
1996 01 03 08 50   17.45 312.69  -2.39  73.27
1996 01 03 09 00   15.84 307.66  -2.40  72.77
1996 01 03 09 10   14.13 320.06  -2.35  71.14
1996 01 03 09 20   18.50 316.99  -2.36  69.46
