2000 08 01 00 09   4.65 267.88   0.53  80.25 616.82
2000 08 01 00 19   4.87 253.37   0.45  75.54 616.68
2000 08 01 00 29   3.93 251.19   0.46  76.61 616.53
2000 08 01 00 39   4.37 261.99   0.29  74.42 616.46
2000 08 01 00 49   6.57 261.37   0.16  77.64 616.36
2000 08 01 00 59   6.32 259.79   0.28  76.95 616.24
2000 08 01 01 09   6.30 256.36   0.33  74.51 616.07
2000 08 01 01 19   6.07 258.27   0.33  75.75 615.93
2000 08 01 01 29   5.00 247.21   0.40  67.21 615.85
2000 08 01 01 39   1.43 235.36   0.55  65.69 615.69
2000 08 01 01 49   3.29 244.57   0.57  66.26 615.58
2000 08 01 01 59   4.95 260.93   0.53  65.97 615.38
2000 08 01 02 09   2.99 265.39   0.43  65.92 615.25
2000 08 01 02 19   4.27 254.33   0.45  68.43 615.15
2000 08 01 02 29   1.38 244.67   0.53  67.43 614.97
2000 08 01 02 39   3.39 240.20   0.45  65.87 614.82
2000 08 01 02 49   1.83 246.42   0.40  65.87 614.71
2000 08 01 02 59  -0.08 197.97   0.52  65.65 614.57
2000 08 01 03 09  -0.08 193.72   0.40  63.75 614.47
2000 08 01 03 19   3.04 156.38   0.57  66.23 614.41
2000 08 01 03 29  -0.14 165.35   0.57  66.67 614.35
2000 08 01 03 39  -0.14 157.07   0.33  68.21 614.26
2000 08 01 03 49  -0.14 158.23   0.33  68.41 614.18
2000 08 01 03 59  -0.14 158.50   0.40  67.13 614.15
2000 08 01 04 09  -0.14 202.41   0.20  70.46 614.11
2000 08 01 04 19   1.29 197.76   0.16  66.23 614.05
2000 08 01 04 29  -0.08 229.21   0.03  66.11 613.97
2000 08 01 04 39  -0.14 244.57  -0.05  69.68 613.91
2000 08 01 04 49   1.19 237.38  -0.16  70.24 613.83
2000 08 01 04 59   3.24 182.82  -0.45  71.14 613.88
2000 08 01 05 09   6.07 164.83  -0.21  66.94 613.77
2000 08 01 05 19   7.54 157.88  -0.41  67.96 613.75
2000 08 01 05 29   8.22 151.64  -0.65  71.34 613.69
