2006 06 01 00 00   12.17     119    1.80      13   617.8
2006 06 01 00 05   15.65     103    1.80      13   617.6
2006 06 01 00 10   14.78     108    1.60      13   617.6
2006 06 01 00 15   13.04     106    1.60      14   617.6
2006 06 01 00 20   13.04     108    1.60      14   617.6
2006 06 01 00 25   10.43     114    1.60      13   617.6
2006 06 01 00 30   12.17     101    1.60      12   617.5
2006 06 01 00 35   13.91     102    1.60      13   617.5
2006 06 01 00 40   13.91     107    1.60      14   617.4
2006 06 01 00 45   13.91     104    1.60      13   617.3
2006 06 01 00 50   15.65      82    1.50      13   617.2
2006 06 01 00 55   13.04     102    1.40      15   617.1
2006 06 01 01 00   13.91     109    1.40      14   617.1
2006 06 01 01 05   14.78      84    1.30      15   617.0
2006 06 01 01 10   15.65     105    1.20      16   617.0
2006 06 01 01 15   14.78      99    1.20      17   617.0
2006 06 01 01 20   15.65     101    1.30      17   616.9
2006 06 01 01 25   15.65     109    1.30      16   616.9
2006 06 01 01 30   14.78     105    1.20      17   616.8
2006 06 01 01 35   18.26     109    1.10      18   616.9
2006 06 01 01 40   14.78     101    1.20      16   616.8
2006 06 01 01 45   12.17     105    1.20      16   616.8
2006 06 01 01 50   13.91     109    1.30      15   616.8
2006 06 01 01 55   13.04     136    1.30      15   616.8
2006 06 01 02 00   16.52     111    1.30      15   616.8
2006 06 01 02 05   12.17     115    1.30      15   615.4
2006 06 01 02 10   13.91     110    1.40      15   616.6
2006 06 01 02 15   16.52     109    1.40      14   616.6
2006 06 01 02 20   14.78     108    1.50      14   616.6
2006 06 01 02 25   13.04     120    1.60      14   616.6
2006 06 01 02 30   13.91     100    1.80      14   616.5
2006 06 01 02 35   17.39     100    1.80      14   616.5
2006 06 01 02 40   16.52      95    1.80      14   616.5
2006 06 01 02 45   18.26      73    1.80      14   616.5
2006 06 01 02 50   16.52     102    1.80      13   616.5
2006 06 01 02 55   12.17      81    1.80      14   616.6
2006 06 01 03 00   14.78      80    1.80      14   616.5
2006 06 01 03 05   15.65      63    1.90      14   616.4
2006 06 01 03 10   16.52      94    1.90      15   616.3
2006 06 01 03 15   17.39      95    1.90      15   616.3
2006 06 01 03 20   16.52      65    1.90      15   616.3
2006 06 01 03 25   12.17     101    1.90      17   616.3
2006 06 01 03 30   13.91     101    1.90      20   616.3
2006 06 01 03 35   14.78     108    1.90      17   616.2
2006 06 01 03 40   14.78      68    1.90      19   616.2
2006 06 01 03 45   15.65      89    1.90      21   616.3
2006 06 01 03 50   16.52      95    1.90      20   616.3
2006 06 01 03 55   14.78     104    1.80      22   616.3
2006 06 01 04 00   16.52      93    1.80      23   616.2
2006 06 01 04 05   14.78     112    1.80      20   616.2
2006 06 01 04 10   17.39     116    1.70      21   616.3
2006 06 01 04 15   15.65     107    1.80      19   616.3
2006 06 01 04 20   13.04     103    1.80      20   616.4
2006 06 01 04 25   13.91      92    1.80      21   616.5
2006 06 01 04 30   13.91     118    1.80      22   616.5
2006 06 01 04 35   14.78     120    1.80      22   616.6
2006 06 01 04 40   12.17     101    1.90      23   616.7
2006 06 01 04 45   13.91     119    1.90      23   616.6
2006 06 01 04 50   13.91     108    1.90      23   616.7
2006 06 01 04 55   12.17     143    1.90      23   616.7
2006 06 01 05 00   15.65     101    1.90      24   616.7
2006 06 01 05 05   13.91      91    1.90      23   616.7
2006 06 01 05 10   12.17      93    1.90      25   616.7
2006 06 01 05 15   14.78     107    1.90      25   616.7
2006 06 01 05 20   15.65      83    1.90      26   616.8
2006 06 01 05 25   13.91     116    1.90      26   616.8
2006 06 01 05 30   13.04     112    1.90      25   616.9
2006 06 01 05 35   13.04      99    1.90      25   616.9
2006 06 01 05 40   11.30     121    1.90      26   617.0
2006 06 01 05 45   13.04      99    2.00      25   617.0
2006 06 01 05 50   13.91     105    2.00      27   617.0
2006 06 01 05 55   14.78     130    2.10      27   617.0
2006 06 01 06 00   14.78     104    2.30      26   617.0
2006 06 01 06 05   11.30     117    2.30      26   617.1
2006 06 01 06 10    9.57     144    2.40      26   617.1
2006 06 01 06 15   13.04      98    2.60      27   617.2
2006 06 01 06 20   11.30     120    2.70      27   617.3
2006 06 01 06 25   12.17     121    3.00      27   617.4
2006 06 01 06 30   13.91     114    3.10      29   617.4
2006 06 01 06 35   13.91     111    3.10      28   617.4
2006 06 01 06 40   14.78     100    3.20      29   617.5
2006 06 01 06 45   11.30     118    3.30      26   617.5
2006 06 01 06 50   13.04     122    3.50      29   617.6
2006 06 01 06 55   11.30     124    3.50      25   617.7
2006 06 01 07 00   16.52     108    3.80      29   617.8
2006 06 01 07 05   13.04      98    3.90      27   617.9
2006 06 01 07 10   11.30     119    4.00      28   618.0
2006 06 01 07 15   14.78     103    4.10      28   617.9
2006 06 01 07 20   12.17     108    4.30      28   618.0
2006 06 01 07 25   13.91     109    4.30      28   618.0
2006 06 01 07 30   13.91     117    4.40      29   618.1
2006 06 01 07 35   13.04     108    4.40      28   618.1
2006 06 01 07 40   14.78     104    4.50      27   618.2
2006 06 01 07 45   13.04     128    4.60      28   618.2
2006 06 01 07 50   12.17      72    4.70      27   618.3
2006 06 01 07 55   12.17     110    5.10      24   618.3
2006 06 01 08 00   13.91     102    5.20      25   618.3
2006 06 01 08 05   11.30      83    5.30      26   618.3
2006 06 01 08 10   13.91     129    5.50      24   618.2
2006 06 01 08 15   11.30      95    5.50      24   618.4
2006 06 01 08 20   13.04     108    5.50      24   618.4
2006 06 01 08 25   13.91     111    5.70      24   618.4
2006 06 01 08 30   12.17     105    5.90      23   618.5
2006 06 01 08 35   14.78      99    5.80      23   618.5
2006 06 01 08 40   14.78     100    5.70      23   618.5
2006 06 01 08 45   12.17     103    5.70      24   618.5
2006 06 01 08 50   12.17     106    5.90      23   618.6
2006 06 01 08 55   10.43     116    6.10      22   618.6
2006 06 01 09 00   14.78     101    6.10      22   618.6
2006 06 01 09 05   16.52      95    6.30      22   618.6
2006 06 01 09 10   14.78      93    6.50      21   618.6
2006 06 01 09 15    9.57      86    6.50      23   618.6
2006 06 01 09 20   12.17      93    6.70      21   618.6
2006 06 01 09 25   11.30      81    6.80      22   618.6
2006 06 01 09 30   13.04     108    6.80      21   618.7
2006 06 01 09 35   13.04      86    6.80      20   618.7
2006 06 01 09 40   11.30      96    6.80      19   618.7
2006 06 01 09 45   14.78      99    6.90      20   618.6
2006 06 01 09 50   12.17      82    7.10      22   618.5
2006 06 01 09 55   13.04     101    7.20      20   618.6
2006 06 01 10 00   14.78      96    7.10      20   618.5
2006 06 01 10 05   15.65      95    6.90      22   618.6
2006 06 01 10 10   12.17      97    7.30      21   618.6
2006 06 01 10 15   15.65      86    7.50      21   618.5
2006 06 01 10 20   13.91      86    7.40      21   618.5
2006 06 01 10 25   15.65      98    7.50      21   618.4
2006 06 01 10 30   14.78      92    7.50      20   618.4
2006 06 01 10 35   15.65      83    7.60      20   618.5
2006 06 01 10 40   10.43     105    7.60      20   618.4
2006 06 01 10 45   13.04      94    7.50      20   618.3
2006 06 01 10 50   14.78      87    7.50      20   618.3
2006 06 01 10 55   19.13      99    7.80      20   618.2
2006 06 01 11 00   14.78      89    7.90      20   618.2
2006 06 01 11 05   13.91      75    7.70      21   618.2
2006 06 01 11 10   15.65     103    8.20      19   618.3
2006 06 01 11 15   18.26      97    7.90      21   618.1
2006 06 01 11 20   13.91      87    7.80      20   618.3
2006 06 01 11 25   13.91      93    7.60      21   618.2
2006 06 01 11 30   14.78      79    7.50      20   618.2
2006 06 01 11 35   10.43      96    7.50      20   618.2
2006 06 01 11 40   14.78      68    8.30      19   618.2
2006 06 01 11 45   13.91      82    8.30      19   618.2
2006 06 01 11 50   12.17     100    8.00      20   618.2
