1991 12 01 00 00    0.00   0.00   0.00   0.00
1991 12 01 00 09    0.00   0.00   0.00   0.00
1991 12 01 00 20    0.00   0.00   0.00   0.00
1991 12 01 00 29    0.00   0.00   0.00   0.00
1991 12 01 00 40    0.00   0.00   0.00   0.00
1991 12 01 00 49    0.00   0.00   0.00   0.00
1991 12 01 01 00    0.00   0.00   0.00   0.00
1991 12 01 01 09    0.00   0.00   0.00   0.00
1991 12 01 01 20    0.00   0.00   0.00   0.00
1991 12 01 01 30    0.00   0.00   0.00   0.00
1991 12 01 01 39    0.00   0.00   0.00   0.00
1991 12 01 01 50    0.00   0.00   0.00   0.00
1991 12 01 01 59    0.00   0.00   0.00   0.00
1991 12 01 02 10    0.00   0.00   0.00   0.00
1991 12 01 02 19    0.00   0.00   0.00   0.00
1991 12 01 02 30    0.00   0.00   0.00   0.00
1991 12 01 02 39    0.00   0.00   0.00   0.00
1991 12 01 02 50    0.00   0.00   0.00   0.00
1991 12 01 03 00    0.00   0.00   0.00   0.00
1991 12 01 03 09    0.00   0.00   0.00   0.00
1991 12 01 03 20    0.00   0.00   0.00   0.00
1991 12 01 03 29    0.00   0.00   0.00   0.00
1991 12 01 03 40    0.00   0.00   0.00   0.00
1991 12 01 03 49    0.00   0.00   0.00   0.00
1991 12 01 04 00    0.00   0.00   0.00   0.00
1991 12 01 04 09    0.00   0.00   0.00   0.00
1991 12 01 04 20    0.00   0.00   0.00   0.00
1991 12 01 04 30    0.00   0.00   0.00   0.00
1991 12 01 04 39    0.00   0.00   0.00   0.00
1991 12 01 04 50    0.00   0.00   0.00   0.00
1991 12 01 04 59    0.00   0.00   0.00   0.00
1991 12 01 05 10    0.00   0.00   0.00   0.00
1991 12 01 05 19    0.00   0.00   0.00   0.00
1991 12 01 05 30    0.00   0.00   0.00   0.00
1991 12 01 05 39    0.00   0.00   0.00   0.00
1991 12 01 05 50    0.00   0.00   0.00   0.00
1991 12 01 06 00    0.00   0.00   0.00   0.00
1991 12 01 06 09    0.00   0.00   0.00   0.00
1991 12 01 06 20    0.00   0.00   0.00   0.00
1991 12 01 06 29    0.00   0.00   0.00   0.00
1991 12 01 06 40    0.00   0.00   0.00   0.00
1991 12 01 06 49    0.00   0.00   0.00   0.00
1991 12 01 07 00    0.00   0.00   0.00   0.00
1991 12 01 07 09    0.00   0.00   0.00   0.00
1991 12 01 07 20    0.00   0.00   0.00   0.00
