2002 03 01 00 09  23.46 286.82  -0.89  11.62 610.64
2002 03 01 00 19  23.60 287.63  -0.82  10.65 610.73
2002 03 01 00 29  22.87 283.33  -0.71   9.96 610.65
2002 03 01 00 39  21.84 282.36  -0.52   7.81 610.66
2002 03 01 00 49  20.58 289.00  -0.52   6.91 610.59
2002 03 01 00 59  24.24 296.95  -0.57   5.69 610.46
2002 03 01 01 09  24.82 305.64  -0.64   5.34 610.38
2002 03 01 01 19  21.66 290.16  -0.64   5.12 610.35
2002 03 01 01 29  24.96 290.77  -0.64   5.32 610.24
2002 03 01 01 39  22.50 304.92  -0.65   6.42 610.12
2002 03 01 01 49  23.90 281.99  -0.64   5.20 610.24
2002 03 01 01 59  26.98 314.31  -0.77   6.07 609.88
2002 03 01 02 09  26.59 306.69  -0.89   6.29 609.81
2002 03 01 02 19  20.63 303.96  -1.13   8.15 609.89
2002 03 01 02 29  20.12 294.41  -1.50   8.54 609.93
2002 03 01 02 39  20.53 288.94  -1.62   8.42 609.82
2002 03 01 02 49  20.04 308.03  -1.67   7.98 609.71
2002 03 01 02 59  23.33 298.52  -1.79   8.08 609.77
2002 03 01 03 09  20.39 299.10  -1.86   9.37 609.77
2002 03 01 03 19  20.06 315.10  -1.98  11.07 609.72
2002 03 01 03 29  21.60 288.41  -2.10  11.01 609.67
2002 03 01 03 39  20.44 307.15  -2.15  13.23 609.70
2002 03 01 03 49  23.91 299.05  -2.35  16.94 609.67
2002 03 01 03 59  22.73 294.53  -2.47  25.29 609.58
2002 03 01 04 09  19.99 305.48  -2.59  32.16 609.58
2002 03 01 04 19  20.01 301.60  -2.84  36.04 609.64
2002 03 01 04 29  16.38 289.38  -2.96  36.57 609.65
2002 03 01 04 39  24.46 322.31  -2.96  36.21 609.70
2002 03 01 04 49  22.64 314.66  -3.01  37.71 609.75
2002 03 01 04 59  22.85 318.28  -3.13  41.77 609.76
2002 03 01 05 09  19.85 309.23  -3.01  36.50 609.81
2002 03 01 05 19  21.75 309.40  -2.89  37.50 609.84
2002 03 01 05 29  21.74 318.46  -2.84  33.96 609.87
2002 03 01 05 39  20.57 282.19  -2.59  30.83 609.98
2002 03 01 05 49  21.41 294.57  -2.47  33.87 610.11
2002 03 01 05 59  19.89 306.88  -2.40  38.53 610.13
2002 03 01 06 09  24.24 293.31  -2.22  40.99 610.22
2002 03 01 06 19  19.46 267.34  -2.22  42.43 610.32
2002 03 01 06 29  18.76 319.94  -2.10  42.72 610.34
2002 03 01 06 39  15.99 290.93  -2.10  43.12 610.46
2002 03 01 06 49  18.61 273.58  -2.03  45.93 610.39
2002 03 01 06 59  18.10 303.52  -1.88  48.03 610.52
2002 03 01 07 09  24.72 286.07  -1.86  49.54 610.58
2002 03 01 07 19  16.86 316.95  -1.74  51.25 610.71
2002 03 01 07 29  21.27 277.52  -1.62  53.27 610.78
2002 03 01 07 39  21.02 261.08  -1.42  52.01 610.90
2002 03 01 07 49  19.41 303.33  -1.42  54.16 610.92
2002 03 01 07 59  17.64 303.52  -1.55  53.79 611.08
2002 03 01 08 09  24.05 304.08  -1.50  54.76 611.13
2002 03 01 08 19  18.88 315.55  -1.52  51.64 611.19
2002 03 01 08 29  18.28 289.11  -1.50  51.25 611.21
2002 03 01 08 39  15.74 285.12  -1.30  51.10 611.28
2002 03 01 10 49  23.21 303.56   0.09  38.62 612.00
2002 03 01 14 19  17.55 285.01   0.53  29.03 610.44
2002 03 01 14 29  16.52 280.33   0.65  30.15 610.31
2002 03 01 14 39  17.70 294.70   0.70  25.83 610.33
2002 03 01 14 49  17.99 276.48   0.77  28.76 610.29
2002 03 01 14 59  19.31 300.98   0.53  30.39 610.30
2002 03 01 15 09  17.75 292.77   0.41  31.20 610.26
2002 03 01 15 19  18.39 276.38   0.33  33.25 610.29
2002 03 01 15 29  17.10 287.00   0.33  31.20 610.24
2002 03 01 15 39  16.02 288.41   0.33  28.79 610.30
2002 03 01 15 49  18.31 289.64   0.33  24.97 610.37
2002 03 01 15 59  20.51 286.56   0.41  20.63 610.33
2002 03 01 16 09  18.14 284.66   0.46  26.56 610.35
2002 03 01 16 19  19.50 281.74   0.46  23.10 610.53
2002 03 01 16 29  20.34 284.09   0.33  25.61 610.57
2002 03 01 16 39  19.06 297.71   0.28  27.24 610.53
2002 03 01 16 49  18.67 277.07   0.28  25.24 610.65
2002 03 01 16 59  20.82 282.18   0.09  20.19 610.60
2002 03 01 17 09  20.24 289.86   0.04  22.58 610.72
2002 03 01 17 19  21.94 303.24  -0.04  24.51 610.74
2002 03 01 17 29  21.84 296.95  -0.21  19.43 610.80
2002 03 01 17 39  23.19 302.11  -0.26  20.24 610.85
2002 03 01 17 49  20.29 296.77  -0.28  22.05 610.97
2002 03 01 17 59  18.14 293.42  -0.52  23.56 611.04
2002 03 01 18 09  18.20 291.31  -0.77  16.01 611.02
2002 03 01 18 19  17.16 290.26  -0.89  19.31 611.19
2002 03 01 18 29  18.41 296.41  -1.06  14.72 611.25
2002 03 01 18 39  18.60 289.46  -1.05  11.94 611.29
2002 03 01 18 49  21.27 287.01  -0.93  10.39 611.24
2002 03 01 18 59  21.32 286.17  -0.89  10.91 611.51
2002 03 01 19 09  19.80 286.39  -0.89  10.69 611.45
2002 03 01 19 19  17.19 282.65  -1.06  10.48 611.45
2002 03 01 19 29  18.57 287.89  -1.13  11.33 611.46
2002 03 01 19 39  18.92 288.42  -1.30  12.67 611.28
2002 03 01 19 49  20.39 291.62  -1.37  12.13 611.29
2002 03 01 19 59  19.11 284.74  -1.37  11.23 611.40
2002 03 01 20 09  19.95 266.48  -1.37  11.33 611.52
2002 03 01 20 19  19.15 285.44  -1.55  11.69 611.57
