1994 01 01 10 00   12.93 251.07   3.43   0.00
1994 01 01 10 10   11.33 251.48   3.93   0.00
1994 01 01 10 20   10.93 250.85   3.84   0.00
1994 01 01 10 30   10.60 248.89   2.92   0.00
1994 01 01 10 40   10.52 244.17   2.57   0.00
1994 01 01 10 50   13.17 240.77   1.84   0.00
1994 01 01 11 00   11.14 240.27   1.04   0.00
1994 01 01 11 10   10.49 242.57   1.56   0.00
1994 01 01 11 20   12.57 234.46   0.69   0.00
1994 01 01 11 30   12.79 229.23  -0.03   0.00
1994 01 01 11 40   11.79 234.51  -0.23   0.00
1994 01 01 11 50   12.81 225.85  -1.16   0.00
1994 01 01 12 00   13.97 218.38  -1.64   0.00
1994 01 01 12 10   13.50 230.68  -0.49   0.00
1994 01 01 12 20   15.71 225.29  -1.03   0.00
1994 01 01 12 30   15.42 116.39  -5.27   0.00
1994 01 01 12 40   13.88 227.76  -1.32   0.00
1994 01 01 12 50   14.91 227.78  -0.73   0.00
1994 01 01 13 00   14.32 225.86  -1.01   0.00
1994 01 01 13 10   15.32 222.66  -0.72   0.00
1994 01 01 13 20   15.49 221.63  -0.43   0.00
1994 01 01 13 30   14.65 229.19  -0.98   0.00
1994 01 01 13 40   14.64 230.63  -0.64   0.00
1994 01 01 13 50   15.23 233.57   0.27   0.00
1994 01 01 14 00   15.93 229.21  -0.57   0.00
1994 01 01 14 10   16.46 224.92  -0.94   0.00
1994 01 01 14 20   19.04 228.98  -0.48   0.00
1994 01 01 14 30   15.58 231.85   0.79   0.00
1994 01 01 14 40   18.34 236.86   0.91   0.00
1994 01 01 14 50   18.44 240.61   1.65   0.00
1994 01 01 15 00   18.33 239.51   1.23   0.00
1994 01 01 15 10   19.22 230.79   1.56   0.00
1994 01 01 15 20   17.71 240.75  -8.92   0.00
1994 01 01 15 30   19.03 242.56   1.64   0.00
1994 01 01 15 40   21.47 244.05   2.60   0.00
1994 01 01 15 50   20.84 243.73   3.10   0.00
1994 01 01 16 00   19.58 245.49   2.93   0.00
1994 01 01 16 10   21.88 250.31   2.77   0.00
1994 01 01 16 20   23.83 250.31   3.82   0.00
1994 01 01 16 30   28.03 254.22   3.85   0.00
1994 01 01 16 40   27.81 255.08   3.49   0.00
1994 01 01 16 50   29.00 254.88   4.02   0.00
1994 01 01 17 00   24.49 251.69   3.56   0.00
1994 01 01 17 10   25.93 257.49   3.67   0.00
1994 01 01 17 20   26.04 250.98   3.30   0.00
1994 01 01 17 30   21.75 254.24   3.76   0.00
1994 01 01 17 40   23.40 253.88   2.83   0.00
1994 01 01 17 50   22.56 259.17   4.03   0.00
1994 01 01 18 00   23.25 261.07   3.99   0.00
1994 01 01 18 10   25.02 256.04   3.85   0.00
1994 01 01 18 20   23.24 253.54   3.07   0.00
1994 01 01 18 30   31.42 244.05   3.21   0.00
1994 01 01 18 40   24.24 251.44   2.57   0.00
1994 01 01 18 50   27.35 250.62   2.27   0.00
1994 01 01 19 00   31.81 245.21   2.52   0.00
1994 01 01 19 10   28.91 250.81   2.48   0.00
1994 01 01 19 20   34.23 251.69   2.86   0.00
1994 01 01 19 30   30.96 250.92   3.10   0.00
1994 01 01 19 40   30.85 264.67   4.01   0.00
1994 01 01 19 50   35.17 261.32   3.24   0.00
1994 01 01 20 00   32.84 258.91   3.27   0.00
1994 01 01 20 10   30.00 244.73   2.91   0.00
1994 01 01 20 20   33.62 257.39   3.62   0.00
1994 01 01 20 30   26.83 255.33   3.07   0.00
1994 01 01 20 40   38.16 255.09   3.30   0.00
1994 01 01 20 50   36.22 255.08   3.61   0.00
1994 01 01 21 00   37.28 255.56   3.64   0.00
1994 01 01 21 10   36.16 259.90   3.76   0.00
1994 01 01 21 20   37.80 261.33   3.65   0.00
1994 01 01 21 30   33.76 253.68   3.34   0.00
1994 01 01 21 40   38.30 250.27   3.00   0.00
1994 01 01 21 50   40.04 249.43   3.04   0.00
1994 01 01 22 00   28.81 243.18   2.18   0.00
1994 01 01 22 10   36.38 254.69   3.91   0.00
1994 01 01 22 20   33.34 270.57   5.25   0.00
1994 01 01 22 30   36.51 270.66   3.49   0.00
1994 01 01 22 40   32.74 254.22   2.50   0.00
1994 01 01 22 50   36.02 258.95   4.20   0.00
1994 01 01 23 00   39.58 264.85   4.98   0.00
1994 01 01 23 10   34.83 268.33   4.56   0.00
