2002 01 01 00 09  38.79 275.95  -0.44   4.76 613.17
2002 01 01 00 19  40.56 292.27  -0.44   5.59 613.42
2002 01 01 00 29  40.35 291.48  -0.57   5.52 613.23
2002 01 01 00 39  43.68 310.82  -0.76   5.47 613.03
2002 01 01 00 49  40.16 277.14  -0.69   5.20 613.19
2002 01 01 00 59  36.07 293.60  -0.57   5.25 613.23
2002 01 01 01 09  39.56 289.19  -0.52   5.66 613.21
2002 01 01 01 19  40.26 290.63  -0.64   5.49 613.34
2002 01 01 01 29  40.74 290.76  -0.57   5.61 613.41
2002 01 01 01 39  38.15 283.41  -0.57   5.88 613.40
2002 01 01 01 49  44.70 288.33  -0.69   6.14 613.41
2002 01 01 01 59  44.04 287.62  -0.76   6.25 613.41
2002 01 01 02 09  39.33 293.59  -0.76   5.49 613.26
2002 01 01 02 19  49.63 280.42  -0.69   5.34 613.17
2002 01 01 02 29  40.49 297.64  -0.76   5.59 613.28
2002 01 01 02 39  39.67 280.58  -0.76   5.88 613.42
2002 01 01 02 49  37.25 285.09  -1.01   4.96 613.33
2002 01 01 02 59  36.15 283.16  -1.01   5.83 613.24
2002 01 01 03 09  39.96 294.82  -1.01   5.47 613.44
2002 01 01 03 19  38.01 299.07  -1.01   4.98 613.41
2002 01 01 03 29  36.83 282.63  -1.13   4.78 613.28
2002 01 01 03 39  37.69 281.04  -1.30   5.61 613.39
2002 01 01 03 49  35.23 288.88  -1.42   5.69 613.40
2002 01 01 03 59  36.16 281.96  -1.25   4.88 613.57
2002 01 01 04 09  32.00 284.75  -1.01   4.78 613.80
2002 01 01 04 19  35.80 289.91  -1.01   4.47 613.68
2002 01 01 04 29  34.92 277.27  -1.05   4.73 613.73
2002 01 01 04 39  30.25 286.06  -1.30   4.54 613.71
2002 01 01 04 49  27.95 290.53  -1.55   4.73 613.89
2002 01 01 04 59  26.24 284.39  -1.73   5.00 613.92
2002 01 01 05 09  26.19 280.95  -1.73   4.26 613.74
2002 01 01 05 19  30.44 280.94  -1.37   3.71 613.67
2002 01 01 05 29  31.81 281.94  -1.18   4.59 613.89
2002 01 01 05 39  30.73 278.49  -1.13   4.23 613.84
2002 01 01 05 49  32.25 280.84  -1.13   4.66 613.94
2002 01 01 05 59  32.59 284.66  -1.30   6.91 613.70
2002 01 01 06 09  34.25 275.26  -1.30   5.88 613.80
2002 01 01 06 19  31.02 280.51  -1.42   4.88 613.88
2002 01 01 06 29  29.85 285.17  -1.18   4.78 614.02
2002 01 01 06 39  29.95 293.34  -0.88   4.96 614.07
2002 01 01 06 49  28.73 280.95  -0.69   4.76 614.30
2002 01 01 06 59  25.83 287.97  -0.51   4.40 614.33
2002 01 01 07 09  24.72 272.09  -0.32   4.86 614.41
2002 01 01 07 19  24.39 283.15  -0.27   5.37 614.57
2002 01 01 07 29  24.31 287.18  -0.27   4.78 614.62
2002 01 01 07 39  27.80 286.06  -0.08   5.32 614.52
2002 01 01 07 49  26.84 282.10   0.16   5.39 614.72
2002 01 01 07 59  26.69 277.00   0.34   6.15 614.95
2002 01 01 08 09  26.63 282.53   0.41   5.52 615.03
2002 01 01 08 19  28.11 279.98   0.41   4.44 615.10
2002 01 01 08 29  27.03 281.03   0.41   3.54 615.27
2002 01 01 08 39  28.29 283.63   0.58   4.66 615.46
2002 01 01 08 49  25.95 285.45   0.65   3.86 615.53
2002 01 01 08 59  26.58 282.81   0.65   3.91 615.66
2002 01 01 09 09  28.93 291.42   0.70   3.00 615.53
2002 01 01 09 19  25.90 294.57   0.77   2.78 615.63
2002 01 01 09 29  26.19 302.51   0.41   3.54 615.80
2002 01 01 09 39  39.13 303.33   0.09   3.78 615.58
2002 01 01 09 49  24.25 294.92   0.55   3.52 615.69
2002 01 01 09 59  28.73 282.53   0.70   3.37 615.79
2002 01 01 10 09  36.63 268.29   0.82   4.03 615.87
2002 01 01 10 19  28.19 289.11   0.95   4.15 615.90
