2006 10 01 00 04    7.83     265    2.50      65   616.9
2006 10 01 00 09    8.70     256    2.70      60   616.8
2006 10 01 00 14    9.57     263    2.70      62   616.8
2006 10 01 00 19   10.43     263    2.70      55   616.7
2006 10 01 00 24   10.43     272    2.80      58   616.7
2006 10 01 00 29   10.43     268    2.70      58   616.7
2006 10 01 00 34   10.43     265    2.80      60   616.6
2006 10 01 00 39   10.43     267    2.80      58   616.6
2006 10 01 00 44    8.70     269    2.80      58   616.5
2006 10 01 00 49   10.43     267    2.90      59   616.5
2006 10 01 00 54   12.17     262    2.90      59   616.4
2006 10 01 00 59   11.30     266    2.90      55   616.4
2006 10 01 01 04   12.17     267    2.90      57   616.3
2006 10 01 01 09   12.17     268    2.90      62   616.3
2006 10 01 01 14   10.43     271    2.90      61   616.2
2006 10 01 01 19   11.30     271    2.90      62   616.2
2006 10 01 01 24   12.17     270    3.00      56   616.2
2006 10 01 01 29   12.17     271    3.00      56   616.2
2006 10 01 01 34   13.04     273    2.90      56   616.2
2006 10 01 01 39   13.04     275    2.70      58   616.1
2006 10 01 01 44   13.04     270    2.90      64   616.1
2006 10 01 01 49   13.91     274    2.70      64   616.1
2006 10 01 01 54   13.04     279    2.70      58   616.1
2006 10 01 01 59   13.91     276    2.90      58   616.1
2006 10 01 02 04   13.04     274    3.00      56   616.1
2006 10 01 02 09   12.17     279    3.10      55   616.1
2006 10 01 02 14   12.17     275    3.10      57   616.1
2006 10 01 02 19   13.04     281    3.10      58   616.1
2006 10 01 02 24   11.30     280    3.20      54   616.1
2006 10 01 02 29   12.17     276    3.20      58   616.1
2006 10 01 02 34   13.04     277    3.20      58   616.1
2006 10 01 02 39   11.30     275    3.10      54   616.0
2006 10 01 02 44   13.04     277    3.20      55   616.0
2006 10 01 02 49   13.04     279    3.20      54   616.1
2006 10 01 02 54   12.17     279    3.20      55   616.0
2006 10 01 02 59   12.17     276    3.20      57   615.9
2006 10 01 03 04   12.17     275    3.30      57   616.0
2006 10 01 03 09   13.91     279    3.30      57   616.0
2006 10 01 03 14   12.17     276    3.30      57   615.9
2006 10 01 03 19   12.17     276    3.30      55   615.9
2006 10 01 03 24   12.17     280    3.30      55   616.0
2006 10 01 03 29   10.43     281    3.20      52   615.9
2006 10 01 03 34   11.30     278    3.10      50   615.9
2006 10 01 03 39   12.17     276    3.10      52   616.0
2006 10 01 03 44    9.57     275    3.20      49   615.9
2006 10 01 03 49    7.83     273    3.30      54   615.9
2006 10 01 03 54    7.83     276    3.30      47   615.9
2006 10 01 03 59    7.83     274    3.40      51   615.9
2006 10 01 04 04    7.83     276    3.40      54   615.9
2006 10 01 04 09    8.70     279    3.30      56   615.9
2006 10 01 04 14    9.57     281    3.30      58   616.0
2006 10 01 04 19   10.43     281    3.20      58   616.0
2006 10 01 04 24    8.70     277    3.10      60   616.0
2006 10 01 04 29    7.83     279    3.10      53   616.0
2006 10 01 04 34    8.70     280    3.20      47   616.1
2006 10 01 04 39    8.70     282    3.30      47   616.1
2006 10 01 04 44    9.57     282    3.30      46   616.2
2006 10 01 04 49    8.70     284    3.30      51   616.2
2006 10 01 04 54    9.57     284    3.30      54   616.2
2006 10 01 04 59   10.43     281    3.20      57   616.3
2006 10 01 05 04    8.70     282    3.00      58   616.3
2006 10 01 05 09    7.83     289    3.00      58   616.4
2006 10 01 05 14    6.96     282    3.10      51   616.4
2006 10 01 05 19    6.09     277    3.30      48   616.5
2006 10 01 05 24    6.09     282    3.50      51   616.4
2006 10 01 05 29    8.70     281    3.50      51   616.4
2006 10 01 05 34    8.70     292    3.50      49   616.5
2006 10 01 05 39    9.57     291    3.30      55   616.6
2006 10 01 05 44    9.57     291    3.40      54   616.6
2006 10 01 05 49    7.83     283    3.30      51   616.6
2006 10 01 05 54    7.83     292    3.20      50   616.6
2006 10 01 05 59    7.83     281    3.10      49   616.7
2006 10 01 06 04    8.70     281    3.10      50   616.7
2006 10 01 06 09    6.96     281    3.10      50   616.7
2006 10 01 06 14    7.83     280    3.30      50   616.7
2006 10 01 06 19    7.83     280    3.50      50   616.8
