1993 09 03 14 39    0.05   0.00    NaN   0.00
1993 09 03 14 49    0.05   0.00    NaN   0.00
1993 09 03 14 59    0.05   0.00    NaN   0.00
1993 09 03 15 09    0.05   0.00    NaN   0.00
1993 09 03 15 19    0.05   0.00    NaN   0.00
1993 09 03 15 29    0.05   0.00    NaN   0.00
1993 09 03 15 39    0.05   0.00    NaN   0.00
1993 09 03 15 49    0.05   0.00    NaN   0.00
1993 09 03 15 59    0.05   0.00    NaN   0.00
1993 09 03 16 09    0.05   0.00    NaN   0.00
1993 09 03 16 19    0.05   0.00    NaN   0.00
1993 09 03 16 29    0.05   0.00    NaN   0.00
1993 09 03 16 39    0.05   0.00    NaN   0.00
1993 09 03 16 49    0.05   0.00    NaN   0.00
1993 09 03 16 59    0.05   0.00    NaN   0.00
1993 09 03 17 10    0.05   0.00    NaN   0.00
1993 09 03 17 19    0.05   0.00    NaN   0.00
1993 09 03 17 29    0.05   0.00    NaN   0.00
1993 09 03 17 39    0.05   0.00    NaN   0.00
1993 09 03 17 49    0.05   0.00    NaN   0.00
1993 09 03 17 59    0.05   0.00    NaN   0.00
1993 09 03 18 09    0.05   0.00    NaN   0.00
1993 09 03 18 19    0.05   0.00    NaN   0.00
1993 09 03 18 29    0.05   0.00    NaN   0.00
1993 09 03 18 39    0.05   0.00    NaN   0.00
1993 09 03 18 49    0.05   0.00    NaN   0.00
1993 09 03 18 59    0.05   0.00    NaN   0.00
1993 09 03 19 09    0.05   0.00    NaN   0.00
1993 09 03 19 19    0.05   0.00    NaN   0.00
1993 09 03 19 29    0.05   0.00    NaN   0.00
1993 09 03 19 39    0.05   0.00    NaN   0.00
1993 09 03 19 49    0.05   0.00    NaN   0.00
1993 09 03 19 59    0.05   0.00    NaN   0.00
1993 09 03 20 09    0.05   0.00    NaN   0.00
1993 09 03 20 19    0.05   0.00    NaN   0.00
1993 09 03 20 29    0.05   0.00    NaN   0.00
1993 09 03 20 39    0.05   0.00    NaN   0.00
1993 09 03 20 49    0.05   0.00    NaN   0.00
1993 09 03 20 59    0.05   0.00    NaN   0.00
1993 09 03 21 09    0.05   0.00    NaN   0.00
1993 09 03 21 19    0.05   0.00    NaN   0.00
1993 09 03 21 29    0.05   0.00    NaN   0.00
1993 09 03 21 39    0.05   0.00    NaN   0.00
1993 09 03 21 49    0.05   0.00    NaN   0.00
1993 09 03 21 59    0.05   0.00    NaN   0.00
1993 09 03 22 09    0.05   0.00    NaN   0.00
1993 09 03 22 19    0.05   0.00    NaN   0.00
