1995 01 01 10 00    0.00   0.00    NaN    NaN
1995 01 01 10 10    0.00   0.00    NaN    NaN
1995 01 01 10 20    0.00   0.00    NaN    NaN
1995 01 01 10 30    0.00   0.00    NaN    NaN
1995 01 01 10 40    0.00   0.00    NaN    NaN
1995 01 01 10 50    0.00   0.00    NaN    NaN
1995 01 01 11 00    0.00   0.00    NaN    NaN
1995 01 01 11 10    0.00   0.00    NaN    NaN
1995 01 01 11 20    0.00   0.00    NaN    NaN
1995 01 01 11 30    0.00   0.00    NaN    NaN
1995 01 01 11 40    0.00   0.00    NaN    NaN
1995 01 01 11 50    0.00   0.00    NaN    NaN
1995 01 01 12 00    0.00   0.00    NaN    NaN
1995 01 01 12 10    0.00   0.00    NaN    NaN
1995 01 01 12 20    0.00   0.00    NaN    NaN
1995 01 01 12 30    0.00   0.00    NaN    NaN
1995 01 01 12 40    0.00   0.00    NaN    NaN
1995 01 01 12 50    0.00   0.00    NaN    NaN
1995 01 01 13 00    0.00   0.00    NaN    NaN
1995 01 01 13 10    0.00   0.00    NaN    NaN
1995 01 01 13 20    0.00   0.00    NaN    NaN
1995 01 01 13 30    0.00   0.00    NaN    NaN
1995 01 01 13 40    0.00   0.00    NaN    NaN
1995 01 01 13 50    0.00   0.00    NaN    NaN
1995 01 01 14 00    0.00   0.00    NaN   0.06
1995 01 01 14 10    0.00   0.00    NaN    NaN
1995 01 01 14 20    0.00   0.00    NaN    NaN
1995 01 01 14 30    0.00   0.00    NaN    NaN
1995 01 01 14 40    0.00   0.00    NaN    NaN
1995 01 01 14 50    0.00   0.00    NaN    NaN
1995 01 01 15 00    0.00   0.00    NaN    NaN
1995 01 01 15 10    0.00   0.00    NaN    NaN
1995 01 01 15 20    0.00   0.00    NaN    NaN
1995 01 01 15 30    0.00   0.00    NaN    NaN
1995 01 01 15 40    0.00   0.00    NaN    NaN
1995 01 01 15 50    0.00   0.00    NaN   0.65
1995 01 01 16 00    0.00   0.00    NaN    NaN
1995 01 01 16 10    0.00   0.00    NaN    NaN
1995 01 01 16 20    0.00   0.00    NaN   0.59
1995 01 01 16 30    0.00   0.00    NaN    NaN
1995 01 01 16 40    0.00   0.00    NaN    NaN
1995 01 01 16 50    0.00   0.00    NaN    NaN
1995 01 01 17 00    0.00   0.00    NaN    NaN
1995 01 01 17 10    0.00   0.00    NaN    NaN
1995 01 01 17 20    0.00   0.00    NaN    NaN
1995 01 01 17 30    0.00   0.00    NaN    NaN
1995 01 01 17 40    0.00   0.00    NaN   0.77
1995 01 01 17 50    0.00   0.00    NaN    NaN
1995 01 01 18 00    0.00   0.00    NaN    NaN
1995 01 01 18 10    0.00   0.00    NaN    NaN
1995 01 01 18 20    0.00   0.00    NaN    NaN
1995 01 01 18 30    0.00   0.00    NaN    NaN
1995 01 01 18 40    0.00   0.00    NaN    NaN
1995 01 01 18 50    0.00   0.00    NaN    NaN
1995 01 01 19 00    0.00   0.00    NaN    NaN
1995 01 01 19 10    0.00   0.00    NaN    NaN
1995 01 01 19 20    0.00   0.00    NaN   0.27
1995 01 01 19 30    0.00   0.00    NaN   0.10
1995 01 01 19 40    0.00   0.00    NaN    NaN
1995 01 01 19 50    0.00   0.00    NaN    NaN
1995 01 01 20 00    0.00   0.00    NaN    NaN
1995 01 01 20 10    0.00   0.00    NaN    NaN
1995 01 01 20 20    0.00   0.00    NaN    NaN
1995 01 01 20 30    0.00   0.00    NaN    NaN
1995 01 01 20 40    0.00   0.00    NaN    NaN
1995 01 01 20 50    0.00   0.00    NaN    NaN
1995 01 01 21 00    0.00   0.00    NaN    NaN
1995 01 01 21 10    0.00   0.00    NaN    NaN
1995 01 01 21 20    0.00   0.00    NaN    NaN
1995 01 01 21 30    0.00   0.00    NaN    NaN
1995 01 01 21 40    0.00   0.00    NaN    NaN
1995 01 01 21 50    0.00   0.00    NaN    NaN
1995 01 01 22 00    0.00   0.00    NaN    NaN
1995 01 01 22 10    0.00   0.00    NaN    NaN
1995 01 01 22 20    0.00   0.00    NaN    NaN
1995 01 01 22 30    0.00   0.00    NaN    NaN
1995 01 01 22 40    0.00   0.00    NaN    NaN
1995 01 01 22 50    0.00   0.00    NaN    NaN
1995 01 01 23 00    0.00   0.00    NaN    NaN
1995 01 01 23 10    0.00   0.00    NaN    NaN
1995 01 01 23 20    0.00   0.00    NaN    NaN
1995 01 01 23 30    0.00   0.00    NaN    NaN
1995 01 01 23 40    0.00   0.00    NaN    NaN
1995 01 01 23 50    0.00   0.00    NaN    NaN
1995 01 02 00 00    0.00   0.00    NaN    NaN
1995 01 02 00 10    0.00   0.00    NaN    NaN
1995 01 02 00 20    0.00   0.00    NaN    NaN
1995 01 02 00 30    0.00   0.00    NaN    NaN
1995 01 02 00 40    0.00   0.00    NaN    NaN
1995 01 02 00 50    0.00   0.00    NaN    NaN
1995 01 02 01 00    0.00   0.00    NaN    NaN
1995 01 02 01 10    0.00   0.00    NaN    NaN
1995 01 02 01 20    0.00   0.00    NaN    NaN
1995 01 02 01 30    0.00   0.00    NaN    NaN
1995 01 02 01 40    0.00   0.00    NaN    NaN
