1998 12 01 00 09   40.21 109.91   0.90   8.55
1998 12 01 00 19   31.18 116.83   0.83   9.38
1998 12 01 00 29   37.56 132.59   0.90   9.50
1998 12 01 00 39   30.34 108.78   0.90   8.26
1998 12 01 00 49   28.86 126.27   0.83   7.76
1998 12 01 00 59   30.34 118.62   0.71   8.30
1998 12 01 01 09   35.96 110.96   0.66   8.04
1998 12 01 01 19   30.73 110.27   0.66   8.04
1998 12 01 01 29   33.34 114.90   0.66   7.21
1998 12 01 01 39   38.57 118.26   0.58   9.35
1998 12 01 01 49   33.38 120.20   0.34   7.26
1998 12 01 01 59   26.56 124.16   0.29   7.38
1998 12 01 02 09   32.09 101.39  -0.08   7.31
1998 12 01 02 19   36.82 110.99  -0.44   6.96
1998 12 01 02 29   31.47 108.78  -0.39   7.65
1998 12 01 02 39   30.88 113.96  -0.44   6.77
1998 12 01 02 49   32.26 109.56  -0.27   5.81
1998 12 01 02 59   33.82 113.87  -0.27   5.88
1998 12 01 03 09   33.03 117.49  -0.44   5.67
1998 12 01 03 19   31.78 115.82  -0.88   5.57
1998 12 01 03 29   34.98 111.14  -1.00   5.10
1998 12 01 03 39   32.91 111.66  -1.05   4.76
1998 12 01 03 49   27.81 131.01  -1.13   4.88
1998 12 01 03 59   24.83 121.69  -1.25   5.74
1998 12 01 04 09   35.37 114.93  -1.37   5.01
1998 12 01 04 19   32.36 126.36  -1.25   4.83
1998 12 01 04 29   26.56 129.60  -1.42   4.76
1998 12 01 04 39   28.19 125.57  -1.49   4.91
1998 12 01 04 49   28.09 123.52  -1.61   5.25
1998 12 01 04 59   30.68 114.23  -1.78   5.35
1998 12 01 05 09   28.92 111.14  -1.78   5.20
1998 12 01 05 19   26.83 117.99  -1.73   5.49
1998 12 01 05 29   23.89 113.02  -1.54   5.49
1998 12 01 05 39   29.46 118.50  -1.73   5.10
1998 12 01 05 49   30.63 116.71  -1.73   5.74
1998 12 01 05 59   26.53 127.22  -1.61   4.96
1998 12 01 06 09   33.52 114.67  -1.30   4.61
1998 12 01 06 19   31.05 109.52  -1.25   4.96
1998 12 01 06 29   25.68 123.54  -1.49   4.79
1998 12 01 06 39   24.49 116.43  -1.42   4.86
1998 12 01 06 49   36.22 107.98  -1.66   4.98
1998 12 01 06 59   26.88 114.98  -1.54   4.83
1998 12 01 07 09   32.33 114.67  -1.54   4.96
1998 12 01 07 19   19.25 113.22  -1.66   5.13
1998 12 01 07 29   27.34 115.99  -1.78   4.96
1998 12 01 07 39   23.51 120.89  -1.66   5.32
1998 12 01 07 49   29.39 113.75  -1.66  11.75
1998 12 01 07 59   26.83 106.80  -1.73  15.62
1998 12 01 08 09   22.92 126.27  -1.78  16.51
1998 12 01 08 19   23.80 104.30  -1.78  11.92
1998 12 01 08 29   30.77 111.27  -1.90   9.72
1998 12 01 08 39   33.37 113.66  -1.73   8.52
1998 12 01 08 49   27.80 120.20  -1.42   7.11
1998 12 01 08 59   29.37 131.27  -1.42   6.22
1998 12 01 09 09   34.59 120.29  -1.25   5.71
1998 12 01 09 19   25.76 152.52  -1.13   6.22
1998 12 01 09 29   29.22 126.98  -1.05   5.57
1998 12 01 09 39   31.00 112.26  -1.13   5.25
1998 12 01 09 49   34.10 111.84  -1.18   5.10
1998 12 01 09 59   31.86 112.99  -0.88   4.52
1998 12 01 10 09   25.01 142.76  -0.81   4.59
1998 12 01 10 19   19.22 136.10  -1.00   6.76
1998 12 01 10 29   23.31 143.48  -1.18   7.42
1998 12 01 10 39   19.80 133.99  -1.05   8.45
1998 12 01 10 49   22.55 116.78  -1.25   7.42
1998 12 01 10 59   26.68 127.34  -1.13   6.45
1998 12 01 11 09   23.80 108.42  -1.25   4.98
1998 12 01 11 19   24.15 146.00  -1.25   4.44
1998 12 01 11 29   21.89 132.14  -1.30   5.22
1998 12 01 11 39   20.29 144.88  -1.90   5.74
1998 12 01 11 49   20.38 129.60  -2.22   4.27
1998 12 01 11 59   31.66 116.87  -1.61   3.09
1998 12 01 12 09   23.66 120.38  -1.61   6.64
1998 12 01 12 19   24.23 117.31  -1.85   4.74
1998 12 01 12 29   23.09 115.48  -1.49   5.13
1998 12 01 12 39   27.90 131.08  -1.49   4.37
1998 12 01 12 49   32.05 118.17  -1.37   3.17
1998 12 01 12 59   27.99 122.30  -1.13   2.49
1998 12 01 13 09   28.36 122.75  -1.00   2.05
1998 12 01 13 19   22.78 140.11  -1.00   2.15
1998 12 01 13 29   30.20 135.36  -0.76   2.08
1998 12 01 13 39   29.41 110.09  -0.69   1.85
1998 12 01 13 49   29.93 132.00  -0.76   1.78
1998 12 01 13 59   26.83 131.96  -0.64   1.73
1998 12 01 14 09   26.55 142.25  -0.93   1.73
1998 12 01 14 19   27.57 125.92  -0.88   1.66
1998 12 01 14 29   29.80 140.93  -1.00   1.71
1998 12 01 14 39   24.27 123.62  -0.64   1.39
1998 12 01 14 49   24.10 119.40  -0.44   1.45
1998 12 01 14 59   26.09 126.19  -0.44   1.39
1998 12 01 15 09   25.02 152.14  -0.44   1.39
1998 12 01 15 19   25.00 127.07  -0.32   1.29
1998 12 01 15 29   26.36 132.68  -0.20   1.25
1998 12 01 15 39   25.65 132.41  -0.27   1.32
1998 12 01 15 49   24.18 138.87  -0.20   1.29
1998 12 01 15 59   27.27 144.54  -0.08   1.22
1998 12 01 16 09   22.83 115.05  -0.08   1.25
1998 12 01 16 19   28.54 145.67  -0.15   1.25
1998 12 01 16 29   30.49 119.67   0.04   1.12
1998 12 01 16 39   25.79 129.95   0.18   1.22
1998 12 01 16 49   22.31  90.40   0.22   1.32
1998 12 01 16 59   31.29 126.63   0.53   1.25
1998 12 01 17 09   25.26 138.48   0.70   1.14
1998 12 01 17 19   30.56 120.20   1.02   1.23
1998 12 01 17 29   27.05 136.35   1.32   1.12
1998 12 01 17 39   26.58 142.51   1.63   1.25
1998 12 01 17 49   27.77 131.45   1.80   1.22
1998 12 01 17 59   26.88 137.33   1.93   1.34
1998 12 01 18 09   26.24 139.09   2.17   1.32
1998 12 01 18 19   25.16 149.56   2.48   1.37
1998 12 01 18 29   25.62 126.63   2.73   1.22
1998 12 01 18 39   23.67 137.86   2.73   1.34
1998 12 01 18 49   25.06 120.20   2.54   1.22
1998 12 01 18 59   25.01 137.78   2.54   1.37
1998 12 01 19 09   26.19 146.46   2.78   1.56
1998 12 01 19 19   27.42 113.78   2.90   1.59
1998 12 01 19 29   29.61 127.20   2.73   1.54
1998 12 01 19 39   34.01 121.34   2.98   1.66
1998 12 01 19 49   27.07 123.10   3.09   1.68
1998 12 01 19 59   25.65 124.33   3.22   1.93
1998 12 01 20 09   31.95 127.78   3.27   1.88
1998 12 01 20 19   28.92 151.60   3.34   1.86
1998 12 01 20 29   29.37 133.99   3.27   1.81
1998 12 01 20 39   31.22 129.00   3.47   1.98
1998 12 01 20 49   36.74 126.19   3.34   1.78
1998 12 01 20 59   30.73 143.12   3.22   1.85
1998 12 01 21 09   29.66 126.63   3.15   1.66
1998 12 01 21 19   37.42 125.74   3.27   1.81
1998 12 01 21 29   33.43 118.97   3.39   1.73
1998 12 01 21 39   36.50 112.37   3.47   2.03
1998 12 01 21 49   34.53 119.58   3.39   1.71
1998 12 01 21 59   31.66 126.02   3.22   2.54
1998 12 01 22 09   36.94 124.50   3.47   2.34
1998 12 01 22 19   39.63 114.67   3.64   2.20
1998 12 01 22 29   37.57 120.38   3.59   1.85
1998 12 01 22 39   40.03 126.25   3.47   1.83
1998 12 01 22 49   36.11 131.45   3.64   2.08
1998 12 01 22 59   37.57 140.31   3.51   2.03
1998 12 01 23 09   35.04 124.23   3.64   2.20
1998 12 01 23 19   34.25 124.78   3.64   1.87
1998 12 01 23 29   32.15 126.02   3.34   1.88
1998 12 01 23 39   37.44 129.59   3.39   2.34
1998 12 01 23 49   33.43 134.50   3.27   2.47
1998 12 01 23 59   31.02 127.71   3.34   2.05
1998 12 02 00 09   31.66 127.50   3.15   2.02
1998 12 02 00 19   31.58 151.37   2.85   2.20
1998 12 02 00 29   30.64 143.83   2.66   1.98
1998 12 02 00 39   29.71 121.87   2.54   2.44
1998 12 02 00 49   32.40 143.92   2.29   2.34
1998 12 02 00 59   32.25 127.25   2.05   1.89
