1992 03 01 00 00    0.00   0.00   0.00   0.00
1992 03 01 00 10    0.00   0.00   0.00   0.00
1992 03 01 00 20    0.00   0.00   0.00   0.00
1992 03 01 00 30    0.00   0.00   0.00   0.00
1992 03 01 00 40    0.00   0.00   0.00   0.00
1992 03 01 00 50    0.00   0.00   0.00   0.00
1992 03 01 01 00    0.00   0.00   0.00   0.00
1992 03 01 01 10    0.00   0.00   0.00   0.00
1992 03 01 01 20    0.00   0.00   0.00   0.00
1992 03 01 01 30    0.00   0.00   0.00   0.00
1992 03 01 01 40    0.00   0.00   0.00   0.00
1992 03 01 01 50    0.00   0.00   0.00   0.00
1992 03 01 02 00    0.00   0.00   0.00   0.00
1992 03 01 02 10    0.00   0.00   0.00   0.00
1992 03 01 02 20    0.00   0.00   0.00   0.00
1992 03 01 02 30    0.00   0.00   0.00   0.00
1992 03 01 02 40    0.00   0.00   0.00   0.00
1992 03 01 02 50    0.00   0.00   0.00   0.00
1992 03 01 03 00    0.00   0.00   0.00   0.00
1992 03 01 03 10    0.00   0.00   0.00   0.00
1992 03 01 03 20    0.00   0.00   0.00   0.00
1992 03 01 03 30    0.00   0.00   0.00   0.00
1992 03 01 03 40    0.00   0.00   0.00   0.00
1992 03 01 03 50    0.00   0.00   0.00   0.00
1992 03 01 04 00    0.00   0.00   0.00   0.00
1992 03 01 04 10    0.00   0.00   0.00   0.00
1992 03 01 04 20    0.00   0.00   0.00   0.00
1992 03 01 04 30    0.00   0.00   0.00   0.00
1992 03 01 04 40    0.00   0.00   0.00   0.00
1992 03 01 04 50    0.00   0.00   0.00   0.00
1992 03 01 05 00    0.00   0.00   0.00   0.00
1992 03 01 05 10    0.00   0.00   0.00   0.00
1992 03 01 05 20    0.00   0.00   0.00   0.00
1992 03 01 05 30    0.00   0.00   0.00   0.00
1992 03 01 05 40    0.00   0.00   0.00   0.00
1992 03 01 05 50    0.00   0.00   0.00   0.00
1992 03 01 06 00    0.00   0.00   0.00   0.00
1992 03 01 06 10    0.00   0.00   0.00   0.00
1992 03 01 06 20    0.00   0.00   0.00   0.00
1992 03 01 06 29    0.00   0.00   0.00   0.00
1992 03 01 06 40    0.00   0.00   0.00   0.00
1992 03 01 06 49    0.00   0.00   0.00   0.00
1992 03 01 07 00    0.00   0.00   0.00   0.00
1992 03 01 07 10    0.00   0.00   0.00   0.00
1992 03 01 07 20    0.00   0.00   0.00   0.00
1992 03 01 07 30    0.00   0.00   0.00   0.00
1992 03 01 07 39    0.00   0.00   0.00   0.00
1992 03 01 07 50    0.00   0.00   0.00   0.00
1992 03 01 08 00    0.00   0.00   0.00   0.00
1992 03 01 08 10    0.00   0.00   0.00   0.00
1992 03 01 08 20    0.00   0.00   0.00   0.00
1992 03 01 08 30    0.00   0.00   0.00   0.00
1992 03 01 08 39    0.00   0.00   0.00   0.00
1992 03 01 08 50    0.00   0.00   0.00   0.00
1992 03 01 09 00    0.00   0.00   0.00   0.00
1992 03 01 09 10    0.00   0.00   0.00   0.00
1992 03 01 09 20    0.00   0.00   0.00   0.00
1992 03 01 09 30    0.00   0.00   0.00   0.00
1992 03 01 09 40    0.00   0.00   0.00   0.00
1992 03 01 09 50    0.00   0.00   0.00   0.00
1992 03 01 10 00    0.00   0.00   0.00   0.00
1992 03 01 10 10    0.00   0.00   0.00   0.00
