1994 03 01 09 10    0.00   0.00    NaN   0.00
1994 03 01 09 20    0.00   0.00    NaN   0.00
1994 03 01 09 30    0.00   0.00    NaN   0.00
1994 03 01 09 40    0.00   0.00    NaN   0.00
1994 03 01 09 50    0.00   0.00    NaN   0.00
1994 03 01 10 00    0.00   0.00    NaN   0.00
1994 03 01 10 10    0.00   0.00    NaN   0.00
1994 03 01 10 20    0.00   0.00    NaN   0.00
1994 03 01 10 30    0.00   0.00    NaN   0.00
1994 03 01 10 40    0.00   0.00    NaN   0.00
1994 03 01 10 50    0.00   0.00    NaN   0.00
1994 03 01 11 00    0.00   0.00    NaN   0.00
1994 03 01 11 10    0.00   0.00    NaN   0.00
1994 03 01 11 20    0.00   0.00    NaN   0.00
1994 03 01 11 30    0.00   0.00    NaN   0.00
1994 03 01 11 40    0.00   0.00    NaN   0.00
1994 03 01 11 50    0.00   0.00    NaN   0.00
1994 03 01 12 00    0.00   0.00    NaN   0.00
1994 03 01 12 10    0.00   0.00    NaN   0.00
1994 03 01 12 20    0.00   0.00    NaN   0.00
1994 03 01 12 30    0.00   0.00    NaN   0.00
1994 03 01 12 40    0.00   0.00    NaN   0.00
1994 03 01 12 50    0.00   0.00    NaN   0.00
1994 03 01 13 00    0.00   0.00    NaN   0.00
1994 03 01 13 10    0.00   0.00    NaN   0.00
1994 03 01 13 20    0.00   0.00    NaN   0.00
1994 03 01 13 30    0.00   0.00    NaN   0.00
1994 03 01 13 40    0.00   0.00    NaN   0.00
1994 03 01 13 50    0.00   0.00    NaN   0.00
1994 03 01 14 00    0.00   0.00    NaN   0.00
1994 03 01 14 10    0.00   0.00    NaN   0.00
1994 03 01 14 20    0.00   0.00    NaN   0.00
1994 03 01 14 30    0.00   0.00    NaN   0.00
1994 03 01 14 40    0.00   0.00    NaN   0.00
1994 03 01 14 50    0.00   0.00    NaN   0.00
1994 03 01 15 00    0.00   0.00    NaN   0.00
1994 03 01 15 10    0.00   0.00    NaN   0.00
1994 03 01 15 20    0.00   0.00    NaN   0.00
1994 03 01 15 30    0.00   0.00    NaN   0.00
1994 03 01 15 40    0.00   0.00    NaN   0.00
1994 03 01 15 50    0.00   0.00    NaN   0.00
1994 03 01 16 00    0.00   0.00    NaN   0.00
1994 03 01 16 10    0.00   0.00    NaN   0.00
1994 03 01 16 20    0.00   0.00    NaN   0.00
1994 03 01 16 30    0.00   0.00    NaN   0.00
1994 03 01 16 40    0.00   0.00    NaN   0.00
1994 03 01 16 50    0.00   0.00    NaN   0.00
1994 03 01 17 00    0.00   0.00    NaN   0.00
1994 03 01 17 10    0.00   0.00    NaN   0.00
1994 03 01 17 20    0.00   0.00    NaN   0.00
1994 03 01 17 30    0.00   0.00    NaN   0.00
1994 03 01 17 40    0.00   0.00    NaN   0.00
1994 03 01 17 50    0.00   0.00    NaN   0.00
1994 03 01 18 00    0.00   0.00    NaN   0.00
1994 03 01 18 10    0.00   0.00    NaN   0.00
1994 03 01 18 20    0.00   0.00    NaN   0.00
1994 03 01 18 30    0.00   0.00    NaN   0.00
1994 03 01 18 40    0.00   0.00    NaN   0.00
1994 03 01 18 50    0.00   0.00    NaN   0.00
1994 03 01 19 00    0.00   0.00    NaN   0.00
1994 03 01 19 10    0.00   0.00    NaN   0.00
1994 03 01 19 20    0.00   0.00    NaN   0.00
1994 03 01 19 30    0.00   0.00    NaN   0.00
1994 03 01 19 40    0.00   0.00    NaN   0.00
1994 03 01 19 50    0.00   0.00    NaN   0.00
1994 03 01 20 00    0.00   0.00    NaN   0.00
1994 03 01 20 10    0.00   0.00    NaN   0.00
1994 03 01 20 20    0.00   0.00    NaN   0.00
1994 03 01 20 30    0.00   0.00    NaN   0.00
1994 03 01 20 40    0.00   0.00    NaN   0.00
1994 03 01 20 50    0.00   0.00    NaN   0.00
1994 03 01 21 00    0.00   0.00    NaN   0.00
1994 03 01 21 10    0.00   0.00    NaN   0.00
1994 03 01 21 20    0.00   0.00    NaN   0.00
1994 03 01 21 30    0.00   0.00    NaN   0.00
1994 03 01 21 40    0.00   0.00    NaN   0.00
1994 03 01 21 50    0.00   0.00    NaN   0.00
1994 03 01 22 00    0.00   0.00    NaN   0.00
1994 03 01 22 10    0.00   0.00    NaN   0.00
1994 03 01 22 20    0.00   0.00    NaN   0.00
1994 03 01 22 30    0.00   0.00    NaN   0.00
1994 03 01 22 40    0.00   0.00    NaN   0.00
1994 03 01 22 50    0.00   0.00    NaN   0.00
1994 03 01 23 00    0.00   0.00    NaN   0.00
1994 03 01 23 10    0.00   0.00    NaN   0.00
1994 03 01 23 20    0.00   0.00    NaN   0.00
1994 03 01 23 30    0.00   0.00    NaN   0.00
1994 03 01 23 40    0.00   0.00    NaN   0.00
1994 03 01 23 50    0.00   0.00    NaN   0.00
1994 03 02 00 00    0.00   0.00    NaN   0.00
1994 03 02 00 10    0.00   0.00    NaN   0.00
1994 03 02 00 20    0.00   0.00    NaN   0.00
1994 03 02 00 30    0.00   0.00    NaN   0.00
1994 03 02 00 40    0.00   0.00    NaN   0.00
1994 03 02 00 50    0.00   0.00    NaN   0.00
1994 03 02 01 00    0.00   0.00    NaN   0.00
1994 03 02 01 10    0.00   0.00    NaN   0.00
1994 03 02 01 20    0.00   0.00    NaN   0.00
1994 03 02 01 30    0.00   0.00    NaN   0.00
1994 03 02 01 40    0.00   0.00    NaN   0.00
1994 03 02 01 50    0.00   0.00    NaN   0.00
1994 03 02 02 00    0.00   0.00    NaN   0.00
1994 03 02 02 10    0.00   0.00    NaN   0.00
1994 03 02 02 20    0.00   0.00    NaN   0.00
1994 03 02 02 30    0.00   0.00    NaN   0.00
1994 03 02 02 40    0.00   0.00    NaN   0.00
1994 03 02 02 50    0.00   0.00    NaN   0.00
1994 03 02 03 00    0.00   0.00    NaN   0.00
1994 03 02 03 10    0.00   0.00    NaN   0.00
1994 03 02 03 20    0.00   0.00    NaN   0.00
1994 03 02 03 30    0.00   0.00    NaN   0.00
1994 03 02 03 40    0.00   0.00    NaN   0.00
1994 03 02 03 50    0.00   0.00    NaN   0.00
1994 03 02 04 00    0.00   0.00    NaN   0.00
1994 03 02 04 10    0.00   0.00    NaN   0.00
1994 03 02 04 20    0.00   0.00    NaN   0.00
1994 03 02 04 30    0.00   0.00    NaN   0.00
1994 03 02 04 40    0.00   0.00    NaN   0.00
1994 03 02 04 50    0.00   0.00    NaN   0.00
1994 03 02 05 00    0.00   0.00    NaN   0.00
1994 03 02 05 10    0.00   0.00    NaN   0.00
1994 03 02 05 20    0.00   0.00    NaN   0.00
1994 03 02 05 30    0.00   0.00    NaN   0.00
1994 03 02 05 40    0.00   0.00    NaN   0.00
1994 03 02 05 50    0.00   0.00    NaN   0.00
1994 03 02 06 00    0.00   0.00    NaN   0.00
1994 03 02 06 10    0.00   0.00    NaN   0.00
1994 03 02 06 20    0.00   0.00    NaN   0.00
1994 03 02 06 30    0.00   0.00    NaN   0.00
1994 03 02 06 40    0.00   0.00    NaN   0.00
1994 03 02 06 50    0.01   0.01    NaN   0.00
1994 03 02 07 00    0.01   0.00    NaN   0.00
1994 03 02 07 10    0.01   0.01    NaN   0.00
1994 03 02 07 20    0.01   0.01    NaN   0.00
1994 03 02 07 30    0.02   0.01    NaN   0.00
1994 03 02 07 40    0.02   0.01    NaN   0.00
1994 03 02 07 50    0.03   0.01    NaN   0.00
1994 03 02 08 00    0.03   0.01    NaN   0.00
1994 03 02 08 10    0.04   0.01    NaN   0.00
1994 03 02 08 20    0.08   0.03    NaN   0.00
1994 03 02 08 30    0.10   0.04    NaN   0.00
1994 03 02 08 40    0.09   0.04    NaN   0.00
1994 03 02 08 50    0.06   0.02    NaN   0.00
1994 03 02 09 00    0.09   0.04    NaN   0.00
1994 03 02 09 10    0.02   0.01    NaN   0.00
1994 03 02 09 20    0.03   0.01    NaN   0.00
1994 03 02 09 30    0.02   0.01    NaN   0.00
1994 03 02 09 40    0.00   0.00    NaN   0.00
1994 03 02 09 50    0.00   0.00    NaN   0.00
1994 03 02 10 00    0.00   0.00    NaN   0.00
1994 03 02 10 10    0.00   0.00    NaN   0.00
1994 03 02 10 20    0.00   0.00    NaN   0.00
1994 03 02 10 30    0.00   0.00    NaN   0.00
1994 03 02 10 40    0.00   0.00    NaN   0.00
1994 03 02 10 50    0.00   0.00    NaN   0.00
1994 03 02 11 00    0.00   0.00    NaN   0.00
1994 03 02 11 10    0.00   0.00    NaN   0.00
1994 03 02 11 20    0.00   0.00    NaN   0.00
1994 03 02 11 30    0.00   0.00    NaN   0.00
1994 03 02 11 40    0.00   0.00    NaN   0.00
1994 03 02 11 50    0.00   0.00    NaN   0.00
1994 03 02 12 00    0.00   0.00    NaN   0.00
1994 03 02 12 10    0.00   0.00    NaN   0.00
1994 03 02 12 20    0.00   0.00    NaN   0.00
1994 03 02 12 30    0.00   0.00    NaN   0.00
1994 03 02 12 40    0.00   0.00    NaN   0.00
1994 03 02 12 50    0.00   0.00    NaN   0.00
1994 03 02 13 00    0.00   0.00    NaN   0.00
1994 03 02 13 10    0.01   0.00    NaN   0.00
1994 03 02 13 20    0.01   0.00    NaN   0.00
1994 03 02 13 30    0.02   0.01    NaN   0.00
1994 03 02 13 40    0.01   0.00    NaN   0.00
1994 03 02 13 50    0.02   0.01    NaN   0.00
1994 03 02 14 00    0.03   0.01    NaN   0.00
1994 03 02 14 10    0.00   0.00    NaN   0.00
1994 03 02 14 20    0.00   0.00    NaN   0.00
1994 03 02 14 30    0.00   0.00    NaN   0.00
1994 03 02 14 40    0.00   0.00    NaN   0.00
1994 03 02 14 50    0.00   0.00    NaN   0.00
1994 03 02 15 00    0.00   0.00    NaN   0.00
1994 03 02 15 10    0.01   0.00    NaN   0.00
1994 03 02 15 20    0.01   0.01    NaN   0.00
1994 03 02 15 30    0.01   0.01    NaN   0.00
1994 03 02 15 40    0.01   0.00    NaN   0.00
1994 03 02 15 50    0.01   0.01    NaN   0.00
1994 03 02 16 00    0.01   0.01    NaN   0.00
1994 03 02 16 10    0.00   0.00    NaN   0.00
1994 03 02 16 20    0.02   0.01    NaN   0.00
1994 03 02 16 30    0.00   0.00    NaN   0.00
1994 03 02 16 40    0.01   0.00    NaN   0.00
1994 03 02 16 50    0.00   0.00    NaN   0.00
1994 03 02 17 00    0.01   0.00    NaN   0.00
1994 03 02 17 10    0.01   0.01    NaN   0.00
1994 03 02 17 20    0.01   0.00    NaN   0.00
1994 03 02 17 30    0.00   0.00    NaN   0.00
1994 03 02 17 40    0.00   0.00    NaN   0.00
1994 03 02 17 50    0.01   0.00    NaN   0.00
1994 03 02 18 00    0.02   0.01    NaN   0.00
1994 03 02 18 10    0.01   0.01    NaN   0.00
1994 03 02 18 20    0.00   0.00    NaN   0.00
1994 03 02 18 30    0.00   0.00    NaN   0.00
1994 03 02 18 40    0.00   0.00    NaN   0.00
1994 03 02 18 50    0.00   0.00    NaN   0.00
1994 03 02 19 00    0.00   0.00    NaN   0.00
1994 03 02 19 10    0.00   0.00    NaN   0.00
1994 03 02 19 20    0.00   0.00    NaN   0.00
1994 03 02 19 30    0.00   0.00    NaN   0.00
1994 03 02 19 40    0.00   0.00    NaN   0.00
1994 03 02 19 50    0.00   0.00    NaN   0.00
1994 03 02 20 00    0.00   0.00    NaN   0.00
1994 03 02 20 10    0.00   0.00    NaN   0.00
1994 03 02 20 20    0.00   0.00    NaN   0.00
1994 03 02 20 30    0.00   0.00    NaN   0.00
1994 03 02 20 40    0.00   0.00    NaN   0.00
1994 03 02 20 50    0.00   0.00    NaN   0.00
1994 03 02 21 00    0.00   0.00    NaN   0.00
1994 03 02 21 10    0.00   0.00    NaN   0.00
1994 03 02 21 20    0.00   0.00    NaN   0.00
1994 03 02 21 30    0.00   0.00    NaN   0.00
1994 03 02 21 40    0.00   0.00    NaN   0.00
1994 03 02 21 50    0.00   0.00    NaN   0.00
1994 03 02 22 00    0.00   0.00    NaN   0.00
1994 03 02 22 10    0.00   0.00    NaN   0.00
1994 03 02 22 20    0.01   0.00    NaN   0.00
1994 03 02 22 30    0.00   0.00    NaN   0.00
1994 03 02 22 40    0.00   0.00    NaN   0.00
1994 03 02 22 50    0.00   0.00    NaN   0.00
1994 03 02 23 00    0.00   0.00    NaN   0.00
1994 03 02 23 10    0.00   0.00    NaN   0.00
1994 03 02 23 20    0.00   0.00    NaN   0.00
1994 03 02 23 30    0.00   0.00    NaN   0.00
1994 03 02 23 40    0.00   0.00    NaN   0.00
1994 03 02 23 50    0.00   0.00    NaN   0.00
1994 03 03 00 00    0.00   0.00    NaN   0.00
1994 03 03 00 10    0.00   0.00    NaN   0.00
1994 03 03 00 20    0.00   0.00    NaN   0.00
1994 03 03 00 30    0.00   0.00    NaN   0.00
1994 03 03 00 40    0.00   0.00    NaN   0.00
1994 03 03 00 50   10.55 251.23    NaN   0.00
1994 03 03 01 00   11.62 261.32    NaN   0.00
1994 03 03 01 10   10.26 253.17    NaN   0.00
1994 03 03 01 20   12.38 255.54    NaN   0.00
1994 03 03 01 30    9.77 265.63    NaN   0.00
1994 03 03 01 40    7.72 260.38    NaN   0.00
1994 03 03 01 50   10.93 248.44    NaN   0.00
1994 03 03 02 00   12.07 270.89    NaN   0.00
1994 03 03 02 10   13.25 279.45    NaN   0.00
1994 03 03 02 20   12.32 281.86    NaN   0.00
1994 03 03 02 30    9.73 277.35    NaN   0.00
1994 03 03 02 40    5.99 248.38    NaN   0.00
1994 03 03 02 50    8.45 245.50    NaN   0.00
1994 03 03 03 00    7.05 270.12    NaN   0.00
1994 03 03 03 10   10.55 260.86    NaN   0.00
1994 03 03 03 20    7.22 247.52    NaN   0.00
1994 03 03 03 30    9.57 237.78    NaN   0.00
1994 03 03 03 40    9.46 259.89    NaN   0.00
1994 03 03 03 50    8.77 255.11    NaN   0.00
1994 03 03 04 00    8.60 255.59    NaN   0.00
1994 03 03 04 10    8.01 255.58    NaN   0.00
1994 03 03 04 20   10.05 255.10    NaN   0.00
1994 03 03 04 30   11.32 248.51    NaN   0.00
1994 03 03 04 40   11.57 243.56    NaN   0.00
1994 03 03 04 50   13.19 249.30    NaN   0.00
1994 03 03 05 00   12.06 248.62    NaN   0.00
1994 03 03 05 10   14.27 250.28    NaN   0.00
1994 03 03 05 20   13.21 251.16    NaN   0.00
1994 03 03 05 30    9.90 252.81    NaN   0.00
1994 03 03 05 40   13.44 249.57    NaN   0.00
1994 03 03 05 50   13.33 253.67    NaN   0.00
1994 03 03 06 00   14.13 253.66    NaN   0.00
1994 03 03 06 10   14.85 253.66    NaN   0.00
1994 03 03 06 20   14.10 257.98    NaN   0.00
1994 03 03 06 30   14.37 251.28    NaN   0.00
1994 03 03 06 40   13.45 250.31    NaN   0.00
1994 03 03 06 50   14.11 249.34    NaN   0.00
1994 03 03 07 00   12.78 248.46    NaN   0.00
1994 03 03 07 10   11.74 249.33    NaN   0.00
1994 03 03 07 20   11.45 245.98    NaN   0.00
1994 03 03 07 30   12.21 248.38    NaN   0.00
1994 03 03 07 40   14.14 244.05    NaN   0.00
1994 03 03 07 50   15.50 243.09    NaN   0.00
1994 03 03 08 00   15.46 245.56    NaN   0.00
1994 03 03 08 10   17.07 239.47    NaN   0.00
1994 03 03 08 20   15.73 237.79    NaN   0.00
1994 03 03 08 30   16.95 234.16    NaN   0.00
1994 03 03 08 40   15.99 232.49    NaN   0.00
1994 03 03 08 50   15.39 234.92    NaN   0.00
1994 03 03 09 00   16.43 230.60    NaN   0.00
1994 03 03 09 10   17.17 228.60    NaN   0.00
1994 03 03 09 20   16.65 233.46    NaN   0.00
1994 03 03 09 30   15.22 225.77    NaN   0.00
1994 03 03 09 40   14.92 224.31    NaN   0.00
1994 03 03 09 50   14.68 219.96    NaN   0.00
1994 03 03 10 00   13.58 220.45    NaN   0.00
1994 03 03 10 10   14.35 214.98    NaN   0.00
1994 03 03 10 20   14.50 218.56    NaN   0.00
1994 03 03 10 30   14.35 222.86    NaN   0.00
1994 03 03 10 40   15.25 222.82    NaN   0.00
1994 03 03 10 50   13.98 221.40    NaN   0.00
1994 03 03 11 00   17.27 221.91    NaN   0.00
1994 03 03 11 10   17.36 219.97    NaN   0.00
1994 03 03 11 20   12.80 221.86    NaN   0.00
1994 03 03 11 30   16.54 213.25    NaN   0.00
1994 03 03 11 40   16.25 221.40    NaN   0.00
1994 03 03 11 50   13.75 235.93    NaN   0.00
1994 03 03 12 00   18.61 224.31    NaN   0.00
1994 03 03 12 10   16.83 222.73    NaN   0.00
1994 03 03 12 20   18.51 219.98    NaN   0.00
1994 03 03 12 30   18.31 221.40    NaN   0.00
1994 03 03 12 40   18.94 219.98    NaN   0.00
1994 03 03 12 50   18.62 222.36    NaN   0.00
1994 03 03 13 00   18.23 219.94    NaN   0.00
1994 03 03 13 10   17.42 221.39    NaN   0.00
1994 03 03 13 20   18.73 224.33    NaN   0.00
1994 03 03 13 30   20.09 224.75    NaN   0.00
1994 03 03 13 40   18.64 232.05    NaN   0.00
1994 03 03 13 50   20.70 225.75    NaN   0.00
1994 03 03 14 00   15.54 222.43    NaN   0.00
1994 03 03 14 10   18.15 222.14    NaN   0.00
1994 03 03 14 20   16.54 213.29    NaN   0.00
1994 03 03 14 30   14.32 210.09    NaN   0.00
1994 03 03 14 40   17.44 213.69    NaN   0.00
1994 03 03 14 50   18.50 218.08    NaN   0.00
1994 03 03 15 00   17.72 219.97    NaN   0.00
1994 03 03 15 10   19.04 224.31    NaN   0.00
1994 03 03 15 20   19.88 224.20    NaN   0.00
1994 03 03 15 30   19.86 219.98    NaN   0.00
1994 03 03 15 40   20.17 221.42    NaN   0.00
1994 03 03 15 50   19.23 222.87    NaN   0.00
1994 03 03 16 00   19.57 222.84    NaN   0.00
1994 03 03 16 10   19.65 224.33    NaN   0.00
1994 03 03 16 20   18.81 222.81    NaN   0.00
1994 03 03 16 30   18.05 225.77    NaN   0.00
1994 03 03 16 40   20.03 230.79    NaN   0.00
1994 03 03 16 50   17.97 227.40    NaN   0.00
1994 03 03 17 00   17.23 222.05    NaN   0.00
1994 03 03 17 10   18.29 228.08    NaN   0.00
1994 03 03 17 20   19.29 229.10    NaN   0.00
1994 03 03 17 30   21.84 222.86    NaN   0.00
1994 03 03 17 40   19.66 229.28    NaN   0.00
1994 03 03 17 50   21.45 227.69    NaN   0.00
1994 03 03 18 00   24.00 230.59    NaN   0.00
1994 03 03 18 10   23.35 233.40    NaN   0.00
1994 03 03 18 20   24.62 229.10    NaN   0.00
1994 03 03 18 30   20.25 233.43    NaN   0.00
1994 03 03 18 40   22.36 230.60    NaN   0.00
1994 03 03 18 50   21.82 230.55    NaN   0.00
1994 03 03 19 00   22.44 233.41    NaN   0.00
1994 03 03 19 10   18.63 235.31    NaN   0.00
1994 03 03 19 20   21.47 233.81    NaN   0.00
1994 03 03 19 30   20.11 230.77    NaN   0.00
1994 03 03 19 40   22.72 233.66    NaN   0.00
1994 03 03 19 50   18.02 236.29    NaN   0.00
1994 03 03 20 00   17.70 237.75    NaN   0.00
1994 03 03 20 10   15.68 239.48    NaN   0.00
1994 03 03 20 20   16.61 243.50    NaN   0.00
1994 03 03 20 30   17.49 233.89    NaN   0.00
1994 03 03 20 40   17.78 236.28    NaN   0.00
1994 03 03 20 50   16.83 235.30    NaN   0.00
1994 03 03 21 00   15.54 232.85    NaN   0.00
1994 03 03 21 10   20.67 233.40    NaN   0.00
1994 03 03 21 20   22.32 229.11    NaN   0.00
1994 03 03 21 30   17.76 231.06    NaN   0.00
1994 03 03 21 40   23.41 227.62    NaN   0.00
1994 03 03 21 50   20.59 236.75    NaN   0.00
1994 03 03 22 00   24.91 230.53    NaN   0.00
1994 03 03 22 10   19.75 215.46    NaN   0.00
1994 03 03 22 20   13.23 242.04    NaN   0.00
1994 03 03 22 30   17.17 240.60    NaN   0.00
1994 03 03 22 40   13.86 239.23    NaN   0.00
1994 03 03 22 50   20.55 213.52    NaN   0.00
1994 03 03 23 00   19.84 240.59    NaN   0.00
1994 03 03 23 10   18.93 236.36    NaN   0.00
1994 03 03 23 20   18.20 238.96    NaN   0.00
1994 03 03 23 30   23.56 238.07    NaN   0.00
1994 03 03 23 40   21.06 229.08    NaN   0.00
1994 03 03 23 50   27.18 240.10    NaN   0.00
1994 03 04 00 00   25.78 242.75    NaN   0.00
1994 03 04 00 10   28.67 243.49    NaN   0.00
1994 03 04 00 20   26.91 249.26    NaN   0.00
1994 03 04 00 30   25.94 254.11    NaN   0.00
1994 03 04 00 40   31.07 249.93    NaN   0.00
1994 03 04 00 50   26.19 250.22    NaN   0.00
1994 03 04 01 00   25.49 251.39    NaN   0.00
1994 03 04 01 10   30.60 246.47    NaN   0.00
1994 03 04 01 20   26.59 240.63    NaN   0.00
1994 03 04 01 30   28.28 235.42    NaN   0.00
1994 03 04 01 40   28.60 248.81    NaN   0.00
1994 03 04 01 50   27.05 243.68    NaN   0.00
1994 03 04 02 00   24.30 245.49    NaN   0.00
1994 03 04 02 10   29.47 243.24    NaN   0.00
1994 03 04 02 20   23.23 254.05    NaN   0.00
1994 03 04 02 30   28.76 243.87    NaN   0.00
1994 03 04 02 40   20.62 237.47    NaN   0.00
1994 03 04 02 50   26.43 248.83    NaN   0.00
1994 03 04 03 00   26.60 249.27    NaN   0.00
1994 03 04 03 10   26.48 242.52    NaN   0.00
1994 03 04 03 20   22.33 243.73    NaN   0.00
1994 03 04 03 30   25.03 242.53    NaN   0.00
1994 03 04 03 40   16.02 250.48    NaN   0.00
1994 03 04 03 50   17.27 250.24    NaN   0.00
1994 03 04 04 00   20.46 252.98    NaN   0.00
1994 03 04 04 10   18.31 253.32    NaN   0.00
1994 03 04 04 20   24.71 249.76    NaN   0.00
1994 03 04 09 09   24.68 231.51    NaN   0.00
1994 03 04 09 20   26.54 231.50    NaN   0.00
1994 03 04 09 29   26.77 240.67    NaN   0.00
1994 03 04 09 40   29.15 246.81    NaN   0.00
1994 03 04 09 49   28.82 239.03    NaN   0.00
1994 03 04 10 00   24.03 246.44    NaN   0.00
1994 03 04 10 09   26.09 243.10    NaN   0.00
1994 03 04 10 20   22.83 245.11    NaN   0.00
1994 03 04 10 30   25.75 239.95    NaN   0.00
1994 03 04 10 39   26.72 249.83    NaN   0.00
1994 03 04 10 50   27.40 245.92    NaN   0.00
1994 03 04 10 59   28.88 243.51    NaN   0.00
1994 03 04 11 10   31.21 243.09    NaN   0.00
1994 03 04 11 20   28.60 236.60    NaN   0.00
1994 03 04 11 30   26.28 243.75    NaN   0.00
1994 03 04 11 39   25.93 245.00    NaN   0.00
1994 03 04 11 50   28.26 238.94    NaN   0.00
1994 03 04 12 00   31.10 241.58    NaN   0.00
1994 03 04 12 10   27.37 247.63    NaN   0.00
1994 03 04 12 20   29.15 237.84    NaN   0.00
1994 03 04 12 29   27.83 243.84    NaN   0.00
1994 03 04 12 40   24.45 243.48    NaN   0.00
1994 03 04 12 49   21.96 231.52    NaN   0.00
1994 03 04 13 00   25.89 238.28    NaN   0.00
1994 03 04 13 09   24.02 242.55    NaN   0.00
1994 03 04 13 20   24.57 233.69    NaN   0.00
1994 03 04 13 30   24.10 238.28    NaN   0.00
1994 03 04 13 39   27.61 237.03    NaN   0.00
1994 03 04 13 50   24.83 235.28    NaN   0.00
1994 03 04 13 59   25.16 242.82    NaN   0.00
1994 03 04 14 10   29.29 229.16    NaN   0.00
1994 03 04 14 20   26.66 233.44    NaN   0.00
1994 03 04 14 30   28.05 240.43    NaN   0.00
1994 03 04 14 40   30.38 238.03    NaN   0.00
1994 03 04 14 50   28.00 235.27    NaN   0.00
1994 03 04 15 00   27.37 240.43    NaN   0.00
1994 03 04 15 09   30.93 238.24    NaN   0.00
1994 03 04 15 20   27.69 226.41    NaN   0.00
1994 03 04 15 29   27.93 237.27    NaN   0.00
1994 03 04 15 40   28.86 240.69    NaN   0.00
1994 03 04 15 50   27.26 234.64    NaN   0.00
1994 03 04 16 00   27.63 230.42    NaN   0.00
1994 03 04 16 09   27.23 236.58    NaN   0.00
1994 03 04 16 20   27.80 238.46    NaN   0.00
1994 03 04 16 30   31.34 240.20    NaN   0.00
1994 03 04 16 40   33.58 238.27    NaN   0.00
1994 03 04 16 50   28.49 243.80    NaN   0.00
1994 03 04 16 59   26.70 235.36    NaN   0.00
1994 03 04 17 10   31.74 237.99    NaN   0.00
1994 03 04 17 20   27.15 237.75    NaN   0.00
1994 03 04 17 30   29.07 243.30    NaN   0.00
1994 03 04 17 40   31.57 243.56    NaN   0.00
1994 03 04 17 50   28.15 240.68    NaN   0.00
1994 03 04 18 00   27.00 233.67    NaN   0.00
1994 03 04 18 10   25.89 236.64    NaN   0.00
1994 03 04 18 20   31.63 240.34    NaN   0.00
1994 03 04 18 29   27.21 242.54    NaN   0.00
1994 03 04 18 40   33.36 237.81    NaN   0.00
1994 03 04 18 49   33.13 239.06    NaN   0.00
