1997 11 01 00 09   15.51 302.74   9.47   4.24
1997 11 01 00 19   10.80 294.93   9.66   2.61
1997 11 01 00 29   10.99 281.12   9.33   8.41
1997 11 01 00 39   15.34 293.88   9.22  12.30
1997 11 01 00 49   15.54 276.84   8.96   9.04
1997 11 01 00 59   13.17 285.58   9.16  11.85
1997 11 01 01 09   13.12 284.06   9.16  13.02
1997 11 01 01 19   21.96 312.10   9.05  14.00
1997 11 01 01 29   22.07 305.78   8.83   9.53
1997 11 01 01 39   25.13 305.84   8.51   9.76
1997 11 01 01 49   16.54 297.88   8.73   9.96
1997 11 01 01 59   12.57 303.19   8.11   9.63
1997 11 01 02 09   12.36 253.70   8.02   9.49
1997 11 01 02 19   19.67 294.58   8.02   2.80
1997 11 01 02 29   13.22 288.52   7.83   7.78
1997 11 01 02 39   14.93 321.02   7.42   9.58
1997 11 01 02 49   14.39 296.39   7.22   7.55
1997 11 01 02 59   22.91 305.32   6.93  12.58
1997 11 01 03 09   11.01 286.58   7.06  12.18
1997 11 01 03 19   19.38 311.82   6.53  21.26
1997 11 01 03 29   17.25 295.69   5.84  25.10
1997 11 01 03 39   14.76 295.51   6.24  18.15
1997 11 01 03 49   17.82 302.43   6.22  28.65
1997 11 01 03 59   21.45 308.60   5.52  32.85
1997 11 01 04 09   20.01 308.13   5.24  29.90
1997 11 01 04 19   18.89 308.24   5.26  29.46
1997 11 01 04 29   16.97 303.53   4.69  28.98
1997 11 01 04 39   17.95 311.96   4.51  32.24
1997 11 01 04 49   21.29 313.64   4.21  24.05
1997 11 01 04 59   22.06 312.02   4.48  15.94
1997 11 01 05 09   18.54 312.17   4.48  16.95
1997 11 01 05 19   21.89 319.19   4.26  14.30
1997 11 01 05 29   19.54 310.09   4.17  15.23
1997 11 01 05 39   16.55 314.45   3.93  20.33
1997 11 01 05 49   16.15 306.32   4.25  19.38
1997 11 01 05 59   20.39 313.68   4.55  13.16
1997 11 01 06 09   16.68 313.59   4.26  24.84
1997 11 01 06 19   13.25 292.77   4.02  17.76
1997 11 01 06 29   17.61 309.21   4.07  25.37
1997 11 01 06 39   14.54 301.15   4.07  36.86
1997 11 01 06 49   17.14 311.10   3.91  51.52
1997 11 01 06 59   16.52 312.72   3.67  56.49
1997 11 01 07 09   13.43 319.80   3.95  54.32
1997 11 01 07 19   10.34 303.34   3.91  54.86
1997 11 01 07 29   14.48 322.84   4.03  46.84
1997 11 01 07 39    9.68 312.16   4.40  44.78
1997 11 01 07 49   10.86 309.14   4.67  42.21
1997 11 01 07 59   11.33 293.32   5.46  24.14
1997 11 01 08 09    8.59 302.21   6.07  13.83
1997 11 01 08 19    8.93 309.23   6.21   5.07
1997 11 01 08 29    7.40 302.13   6.30    NaN
1997 11 01 08 39   11.37 328.46   5.81   4.12
1997 11 01 08 49    8.61 304.75   4.80  27.19
1997 11 01 08 59    5.40 269.25   5.46   5.21
1997 11 01 09 09    7.55 259.53   6.16   0.06
1997 11 01 09 19    9.55 293.50   6.48   1.97
1997 11 01 09 29   11.09 285.42   6.48   3.05
1997 11 01 09 39   11.67 294.12   6.21   1.99
1997 11 01 09 49   11.12 291.70   6.31    NaN
1997 11 01 09 59   12.84 287.00   6.28    NaN
1997 11 01 10 09   13.88 279.03   5.82    NaN
1997 11 01 10 19   11.29 281.42   5.65    NaN
1997 11 01 10 29   12.77 269.97   5.73    NaN
1997 11 01 10 39   11.24 277.45   5.59    NaN
1997 11 01 10 49   13.33 264.86   5.13    NaN
1997 11 01 10 59   13.35 277.43   5.07    NaN
1997 11 01 11 09   14.08 272.61   5.06    NaN
1997 11 01 11 19   13.01 272.64   4.19   0.46
1997 11 01 11 29   13.39 274.59   3.96   5.56
1997 11 01 11 39   13.48 266.17   4.55   4.56
1997 11 01 11 49   14.77 269.72   4.37    NaN
1997 11 01 11 59   15.19 265.15   4.20    NaN
1997 11 01 12 09   15.82 264.77   5.10    NaN
1997 11 01 12 19   15.36 265.74   4.67    NaN
1997 11 01 12 29   18.33 262.95   4.89    NaN
1997 11 01 12 39   16.49 271.12   4.43    NaN
1997 11 01 12 49   17.15 264.57   4.50    NaN
1997 11 01 12 59   17.17 261.55   4.68    NaN
1997 11 01 13 09   18.74 261.39   4.66    NaN
1997 11 01 13 19   18.83 260.46   4.55   5.38
1997 11 01 13 29   21.97 261.15   4.54   1.57
1997 11 01 13 39   21.00 260.72   4.37   4.90
1997 11 01 13 49   21.36 261.36   4.65    NaN
1997 11 01 13 59   21.64 260.61   4.54    NaN
1997 11 01 14 09   18.33 263.63   4.27    NaN
1997 11 01 14 19   19.68 260.45   4.28   6.89
1997 11 01 14 29   19.30 256.51   4.10   8.71
1997 11 01 14 39   18.66 253.43   3.85   7.14
1997 11 01 14 49   18.39 251.60   4.02   9.50
1997 11 01 14 59   19.26 251.80   4.27   7.89
1997 11 01 15 09   19.48 252.35   4.57   4.13
1997 11 01 15 19   19.75 251.08   4.39    NaN
1997 11 01 15 29   20.82 256.42   4.73    NaN
1997 11 01 15 39   20.33 255.37   4.36    NaN
1997 11 01 15 49   21.02 251.77   4.39    NaN
1997 11 01 15 59   20.83 254.15   4.25    NaN
1997 11 01 16 09   21.39 252.93   4.18    NaN
1997 11 01 16 19   20.49 247.53   4.22    NaN
1997 11 01 16 29   20.32 248.13   4.26    NaN
1997 11 01 16 39   21.13 247.83   4.38    NaN
1997 11 01 16 49   21.94 246.26   4.71    NaN
1997 11 01 16 59   21.02 245.19   4.82    NaN
1997 11 01 17 09   21.62 244.58   5.13    NaN
1997 11 01 17 19   20.54 245.64   5.01    NaN
1997 11 01 17 29   20.83 243.01   4.68    NaN
1997 11 01 17 39   19.65 241.95   5.11    NaN
1997 11 01 17 49   21.37 251.19   5.05    NaN
1997 11 01 17 59   17.71 249.14   4.73    NaN
1997 11 01 18 09   22.59 250.69   4.99    NaN
1997 11 01 18 19   22.77 250.53   5.28    NaN
1997 11 01 18 29   18.88 249.00   5.49    NaN
1997 11 01 18 39   24.70 251.58   5.97    NaN
1997 11 01 18 49   22.48 244.90   6.00    NaN
1997 11 01 18 59   22.14 243.59   6.20    NaN
1997 11 01 19 09   22.82 234.52   6.18    NaN
1997 11 01 19 19   19.96 241.07   6.54    NaN
1997 11 01 19 29   18.22 244.42   6.88    NaN
1997 11 01 19 39   21.76 241.34   6.71    NaN
1997 11 01 19 49   19.82 249.99   6.33    NaN
1997 11 01 19 59   20.17 241.94   6.38    NaN
1997 11 01 20 09   24.11 237.00   6.72    NaN
1997 11 01 20 19   23.35 247.79   6.72    NaN
1997 11 01 20 29   21.03 251.08   6.74    NaN
1997 11 01 20 39   25.50 237.72   7.05    NaN
1997 11 01 20 49   23.45 243.63   7.07    NaN
1997 11 01 20 59   24.36 251.10   6.89    NaN
1997 11 01 21 09   18.46 248.45   6.80    NaN
1997 11 01 21 19   21.40 254.93   6.98    NaN
1997 11 01 21 29   26.08 252.81   6.91    NaN
1997 11 01 21 39   22.52 256.95   6.55    NaN
1997 11 01 21 49   23.06 258.42   7.00    NaN
1997 11 01 21 59   23.17 252.33   6.75    NaN
1997 11 01 22 09   25.56 256.15   7.14    NaN
1997 11 01 22 19   26.33 260.32   7.21   3.48
1997 11 01 22 29   25.04 247.74   7.16   6.35
1997 11 01 22 39   24.30 262.86   6.89    NaN
1997 11 01 22 49   19.57 258.99   7.38    NaN
1997 11 01 22 59   22.71 246.25   7.44    NaN
1997 11 01 23 09   24.97 254.00   7.33   9.05
1997 11 01 23 19   22.54 256.95   7.03  11.33
1997 11 01 23 29   21.38 258.43   7.14  14.54
1997 11 01 23 39   20.19 243.78   7.22   7.27
1997 11 01 23 49   17.59 275.80   7.32   6.32
1997 11 01 23 59   18.79 259.08   7.03   2.80
1997 11 02 00 09   14.82 257.86   6.86   4.80
1997 11 02 00 19   16.50 246.38   7.11  13.41
1997 11 02 00 29   14.63 262.78   6.62  24.74
