2002 04 01 00 09  56.02 279.81  -3.01  75.27 610.99
2002 04 01 00 19  56.12 275.24  -3.13  83.18 610.99
2002 04 01 00 29  55.53 260.72  -3.25  85.89 610.56
2002 04 01 00 39  52.99 274.93  -3.25  90.84 610.42
2002 04 01 00 49  57.21 275.68  -3.25  88.06 610.65
2002 04 01 00 59  50.52 280.24  -3.21  89.16 610.07
2002 04 01 01 09  56.81 278.58  -3.21  83.28 609.86
2002 04 01 01 19  55.97 278.94  -3.25  83.60 610.12
2002 04 01 01 29  60.61 278.84  -3.33  89.87 609.67
2002 04 01 01 39  59.39 279.03  -3.45  90.62 609.63
2002 04 01 01 49  61.15 256.10  -3.25  87.76 609.55
2002 04 01 01 59  59.21 269.70  -3.25  94.80 609.08
2002 04 01 02 09  61.22 256.46  -2.76  92.02 609.05
2002 04 01 02 19  62.41 285.53  -2.64  93.70 608.84
2002 04 01 02 29  60.85 265.25  -2.76  89.52 608.72
2002 04 01 02 39  56.16 274.28  -2.76  92.06 609.00
2002 04 01 02 49  64.37 281.04  -2.27  90.70 608.71
2002 04 01 02 59  65.06 278.85  -2.27  92.58 608.10
2002 04 01 03 09  62.42 275.85  -2.10  93.50 609.00
2002 04 01 03 19  56.81 268.63  -1.78  95.42 609.06
2002 04 01 03 29  62.99 275.50  -2.15  91.50 608.63
2002 04 01 03 39  61.49 285.02  -1.73  97.02 609.33
2002 04 01 03 49  60.01 279.12  -1.73  95.26 609.37
2002 04 01 03 59  61.68 282.53  -1.98  91.65 608.95
2002 04 01 04 09  52.52 276.56  -2.22  93.62 609.17
2002 04 01 04 19  59.07 276.81  -2.47  93.77 609.07
2002 04 01 04 29  56.97 274.46  -2.22  97.78 609.34
2002 04 01 04 39  66.96 285.32  -2.15  94.09 609.29
2002 04 01 04 49  56.85 277.70  -2.84  95.14 609.08
2002 04 01 04 59  59.14 270.94  -2.84  97.12 609.14
2002 04 01 05 09  67.98 276.21  -2.64  99.34 608.81
2002 04 01 05 19  63.63 275.68  -2.71  98.07 608.92
2002 04 01 05 29  59.65 277.78  -2.64  98.56 608.65
