1991 01 01 10 00    0.00   0.00   0.00   0.00
1991 01 01 10 09    0.00   0.00   0.00   0.00
1991 01 01 10 20    0.00   0.00   0.00   0.00
1991 01 01 10 30    0.00   0.00   0.00   0.00
1991 01 01 10 39    0.00   0.00   0.00   0.00
1991 01 01 10 50    0.00   0.00   0.00   0.00
1991 01 01 10 59    0.00   0.00   0.00   0.00
1991 01 01 11 10    0.00   0.00   0.00   0.00
1991 01 01 11 19    0.00   0.00   0.00   0.00
1991 01 01 11 30    0.00   0.00   0.00   0.00
1991 01 01 11 39    0.00   0.00   0.00   0.00
1991 01 01 11 50    0.00   0.00   0.00   0.00
1991 01 01 12 00    0.00   0.00   0.00   0.00
1991 01 01 12 09    0.00   0.00   0.00   0.00
1991 01 01 12 20    0.00   0.00   0.00   0.00
1991 01 01 12 29    0.00   0.00   0.00   0.00
1991 01 01 12 40    0.00   0.00   0.00   0.00
1991 01 01 12 50    0.00   0.00   0.00   0.00
1991 01 01 13 00    0.00   0.00   0.00   0.00
1991 01 01 13 09    0.00   0.00   0.00   0.00
1991 01 01 13 20    0.00   0.00   0.00   0.00
1991 01 01 13 30    0.00   0.00   0.00   0.00
1991 01 01 13 39    0.00   0.00   0.00   0.00
1991 01 01 13 50    0.00   0.00   0.00   0.00
1991 01 01 14 00    0.00   0.00   0.00   0.00
1991 01 01 14 10    0.00   0.00   0.00   0.00
1991 01 01 14 20    0.00   0.00   0.00   0.00
1991 01 01 14 30    0.00   0.00   0.00   0.00
1991 01 01 14 39    0.00   0.00   0.00   0.00
1991 01 01 14 50    0.00   0.00   0.00   0.00
1991 01 01 15 00    0.00   0.00   0.00   0.00
1991 01 01 15 09    0.00   0.00   0.00   0.00
1991 01 01 15 20    0.00   0.00   0.00   0.00
1991 01 01 15 30    0.00   0.00   0.00   0.00
1991 01 01 15 40    0.00   0.00   0.00   0.00
1991 01 01 15 49    0.00   0.00   0.00   0.00
1991 01 01 16 00    0.00   0.00   0.00   0.00
1991 01 01 16 09    0.00   0.00   0.00   0.00
1991 01 01 16 20    0.00   0.00   0.00   0.00
1991 01 01 16 30    0.00   0.00   0.00   0.00
1991 01 01 16 39    0.00   0.00   0.00   0.00
1991 01 01 16 50    0.00   0.00   0.00   0.00
1991 01 01 16 59    0.00   0.00   0.00   0.00
1991 01 01 17 10    0.00   0.00   0.00   0.00
1991 01 01 17 20    0.00   0.00   0.00   0.00
1991 01 01 17 30    0.00   0.00   0.00   0.00
1991 01 01 17 39    0.00   0.00   0.00   0.00
1991 01 01 17 50    0.00   0.00   0.00   0.00
1991 01 01 18 00    0.00   0.00   0.00   0.00
1991 01 01 18 09    0.00   0.00   0.00   0.00
1991 01 01 18 20    0.00   0.00   0.00   0.00
1991 01 01 18 30    0.00   0.00   0.00   0.00
1991 01 01 18 40    0.00   0.00   0.00   0.00
1991 01 01 18 49    0.00   0.00   0.00   0.00
1991 01 01 19 00    0.00   0.00   0.00   0.00
1991 01 01 19 09    0.00   0.00   0.00   0.00
1991 01 01 19 20    0.00   0.00   0.00   0.00
1991 01 01 19 30    0.00   0.00   0.00   0.00
1991 01 01 19 39    0.00   0.00   0.00   0.00
1991 01 01 19 50    0.00   0.00   0.00   0.00
1991 01 01 19 59    0.00   0.00   0.00   0.00
1991 01 01 20 10    0.00   0.00   0.00   0.00
1991 01 01 20 20    0.00   0.00   0.00   0.00
1991 01 01 20 30    0.00   0.00   0.00   0.00
1991 01 01 20 39    0.00   0.00   0.00   0.00
1991 01 01 20 50    0.00   0.00   0.00   0.00
1991 01 01 21 00    0.00   0.00   0.00   0.00
1991 01 01 21 09    0.00   0.00   0.00   0.00
1991 01 01 21 20    0.00   0.00   0.00   0.00
1991 01 01 21 29    0.00   0.00   0.00   0.00
1991 01 01 21 40    0.00   0.00   0.00   0.00
1991 01 01 21 50    0.00   0.00   0.00   0.00
1991 01 01 22 00    0.00   0.00   0.00   0.00
1991 01 01 22 09    0.00   0.00   0.00   0.00
1991 01 01 22 20    0.00   0.00   0.00   0.00
1991 01 01 22 30    0.00   0.00   0.00   0.00
1991 01 01 22 39    0.00   0.00   0.00   0.00
1991 01 01 22 50    0.00   0.00   0.00   0.00
1991 01 01 22 59    0.00   0.00   0.00   0.00
1991 01 01 23 10    0.00   0.00   0.00   0.00
1991 01 01 23 20    0.00   0.00   0.00   0.00
1991 01 01 23 30    0.00   0.00   0.00   0.00
