1999 06 01 00 09    1.83  50.25   3.27  71.85
1999 06 01 00 19   13.10 266.81   2.98  72.20
1999 06 01 00 29   16.90 300.71   3.39  66.31
1999 06 01 00 39   15.11 296.17   2.97  70.24
1999 06 01 00 49   13.40 289.73   3.09  68.07
1999 06 01 00 59   16.33 316.53   2.97  72.88
1999 06 01 01 09    5.56 286.83   3.02  68.46
1999 06 01 01 19   14.72 280.95   2.73  70.88
1999 06 01 01 29   12.40 233.34   2.17  77.83
1999 06 01 01 39   19.60 285.53   2.04  74.40
1999 06 01 01 49   16.37 272.56   2.36  78.26
1999 06 01 01 59   11.64 280.01   2.04  78.76
1999 06 01 02 09   10.42 268.30   2.53  70.00
1999 06 01 02 19   18.52 263.05   1.99  76.05
1999 06 01 02 29   11.45 266.12   2.04  75.27
1999 06 01 02 39    0.61 321.88   1.68  85.38
1999 06 01 02 49    3.06  71.79   2.12  83.71
1999 06 01 02 59    9.74 271.39   2.48  79.27
1999 06 01 03 09    8.33 252.15   2.85  76.32
1999 06 01 03 19   15.74 283.25   2.90  73.29
1999 06 01 03 29    5.93 339.72   2.53  73.37
1999 06 01 03 39   14.33 273.30   2.53  66.80
1999 06 01 03 49    5.57 349.31   2.53  71.68
1999 06 01 03 59   10.47 309.14   2.36  64.40
1999 06 01 04 09    8.43 286.56   1.87  64.80
1999 06 01 04 19    9.69 357.72   1.75  64.36
1999 06 01 04 29   14.56 287.63   1.63  63.31
1999 06 01 04 39   12.20 311.09   1.07  64.63
1999 06 01 04 49   12.91 289.38   0.73  65.38
1999 06 01 04 59   10.84 288.42   0.16  67.46
1999 06 01 05 09   16.67 299.14  -0.16  69.90
1999 06 01 05 19   17.94 288.15  -0.52  70.14
1999 06 01 05 29   19.29 281.57  -0.64  73.32
1999 06 01 05 39   18.59 289.55  -0.76  73.11
1999 06 01 05 49   17.06 292.72  -0.82  62.58
1999 06 01 05 59   16.59 300.71  -0.82  62.50
1999 06 01 06 09   16.77 305.91  -0.89  58.43
1999 06 01 06 19   17.16 300.14  -0.89  54.94
1999 06 01 06 29   19.65 302.27  -0.93  52.84
1999 06 01 06 39   16.48 307.33  -0.93  52.93
1999 06 01 06 49   18.31 306.97  -1.01  54.52
1999 06 01 06 59   19.65 305.21  -1.01  53.20
1999 06 01 07 09   19.85 302.48  -0.96  51.64
1999 06 01 07 19   19.41 297.33  -1.06  49.59
1999 06 01 07 29   16.38 301.16  -1.13  51.25
1999 06 01 07 39   19.60 311.85  -1.18  48.74
1999 06 01 07 49   17.65 319.78  -1.18  54.04
1999 06 01 07 59   19.11 290.62  -1.25  57.16
1999 06 01 08 09   16.87 290.87  -1.25  58.31
1999 06 01 08 19   20.05 304.33  -1.30  55.91
1999 06 01 08 29   18.43 280.68  -1.37  56.38
1999 06 01 08 39   19.90 321.18  -1.42  58.33
1999 06 01 08 49   16.29 314.24  -1.55  58.57
1999 06 01 08 59   17.63 294.75  -1.55  58.04
1999 06 01 09 09   18.47 307.33  -1.55  60.09
1999 06 01 09 19   18.72 310.21  -1.55  59.82
1999 06 01 09 29   18.06 298.88  -1.62  60.51
1999 06 01 09 39   18.21 303.93  -1.62  60.75
1999 06 01 09 49   20.57 303.53  -1.66  62.35
1999 06 01 09 59   19.36 304.15  -1.66  62.85
1999 06 01 10 09   22.44 314.24  -1.74  62.99
1999 06 01 10 19   20.44 303.70  -1.74  62.48
1999 06 01 10 29   19.38 300.20  -1.74  60.41
1999 06 01 10 39   17.06 310.82  -1.74  59.95
1999 06 01 10 49   16.52 314.32  -1.74  57.21
1999 06 01 10 59   18.38 299.53  -1.74  58.26
1999 06 01 11 09   17.75 319.40  -1.74  58.04
1999 06 01 11 19   21.22 286.83  -1.86  56.72
1999 06 01 11 29   16.94 311.17  -1.86  57.55
1999 06 01 11 39   24.49 290.71  -1.86  54.57
1999 06 01 11 49   23.46 289.91  -1.78  51.86
1999 06 01 11 59   22.44 321.61  -1.75  50.37
1999 06 01 12 09   24.24 319.78  -1.78  50.64
1999 06 01 12 19   21.74 327.16  -1.91  52.84
1999 06 01 12 29   20.93 309.85  -1.91  49.35
1999 06 01 12 39   20.72 320.05  -1.98  50.76
1999 06 01 12 49   21.17 329.27  -1.98  48.57
1999 06 01 12 59   17.62 321.18  -1.98  41.85
1999 06 01 13 09   16.43 332.06  -1.73  36.23
1999 06 01 13 19   18.09 320.76  -1.74  36.80
1999 06 01 13 29   17.93 317.05  -1.78  36.94
1999 06 01 13 39   18.41 327.68  -1.74  36.26
1999 06 01 13 49   18.09 321.18  -1.74  34.77
1999 06 01 13 59   17.39 330.15  -1.66  32.47
1999 06 01 14 09   18.65 322.75  -1.74  33.57
1999 06 01 14 19   17.55 324.50  -1.67  29.93
1999 06 01 14 29   18.14 324.51  -1.62  29.30
1999 06 01 14 39   17.24 330.42  -1.55  28.15
1999 06 01 14 49   17.95 324.78  -1.55  29.37
1999 06 01 14 59   19.38 328.56  -1.67  31.42
1999 06 01 15 09   17.01 329.72  -1.74  32.99
1999 06 01 15 19   18.04 329.53  -1.98  31.86
1999 06 01 15 29   17.89 332.24  -1.86  35.87
1999 06 01 15 39   15.84 331.89  -1.98  32.86
1999 06 01 15 49   15.59 330.77  -1.79  31.57
1999 06 01 15 59   14.92 331.89  -1.55  27.47
1999 06 01 16 09   15.11 332.92  -1.55  29.05
1999 06 01 16 19   15.79 333.03  -1.38  26.73
1999 06 01 16 29   14.08 331.89  -1.13  27.54
1999 06 01 16 39   13.93 333.73  -1.01  23.39
1999 06 01 16 49   13.11 334.00  -0.64  16.60
1999 06 01 16 59   12.67 334.09  -0.21  13.91
1999 06 01 17 09   11.50 339.28   0.16   9.50
1999 06 01 17 19    9.98 343.31   0.48  10.50
1999 06 01 17 29    9.74 351.42   0.65  10.16
1999 06 01 17 39    8.03 332.94   0.95   6.91
1999 06 01 17 49    5.10 322.15   1.19   6.91
1999 06 01 17 59    3.98 310.12   1.43   6.32
1999 06 01 18 09    3.04 325.39   1.63   9.52
