7.00000    5.53411E-03
7.00010    4.89157E-03
7.00020    4.01320E-03
7.00030    3.04930E-03
7.00040    2.11496E-03
7.00050    1.30058E-03
7.00060    6.85208E-04
7.00070    2.89238E-04
7.00080    8.60156E-05
7.00090    1.37837E-05
7.00100    8.21510E-07
7.00110    1.78866E-09
7.00120  0.
7.00130  0.
7.00140  0.
7.00150  0.
7.00160  0.
7.00170  0.
7.00180  0.
7.00190    5.53801E-07
7.00200    1.15143E-05
7.00210    8.94892E-05
7.00220    3.68850E-04
7.00230    1.04418E-03
7.00240    2.33894E-03
7.00250    4.39985E-03
7.00260    7.25639E-03
7.00270    1.08270E-02
7.00280    1.50084E-02
7.00290    1.96298E-02
7.00300    2.45035E-02
7.00310    2.95371E-02
7.00320    3.45369E-02
7.00330    3.93817E-02
7.00340    4.39897E-02
7.00350    4.86045E-02
7.00360    5.35257E-02
7.00370    5.87559E-02
7.00380    6.40229E-02
7.00390    6.90587E-02
7.00400    7.37831E-02
7.00410    7.82120E-02
7.00420    8.24342E-02
7.00430    8.64400E-02
7.00440    9.01327E-02
7.00450    9.34743E-02
7.00460    9.66392E-02
7.00470    1.00056E-01
7.00480    1.03472E-01
7.00490   0.106573
7.00500   0.109330
7.00510   0.111808
7.00520   0.114043
7.00530   0.115979
7.00540   0.117526
7.00550   0.118566
7.00560   0.118934
7.00570   0.118377
7.00580   0.116592
7.00590   0.113134
7.00600   0.107163
7.00610    9.75293E-02
7.00620    8.47243E-02
7.00630    7.23679E-02
7.00640    6.61918E-02
7.00650    6.69974E-02
7.00660    6.74776E-02
7.00670    6.59798E-02
7.00680    7.56876E-02
7.00690    9.75988E-02
7.00700   0.117379
7.00710   0.129776
7.00720   0.137339
7.00730   0.142395
7.00740   0.145919
7.00750   0.148469
7.00760   0.150337
7.00770   0.151729
7.00780   0.152703
7.00790   0.153312
7.00800   0.153643
7.00810   0.153599
7.00820   0.153119
7.00830   0.152153
7.00840   0.150536
7.00850   0.148020
7.00860   0.144552
7.00870   0.140816
7.00880   0.137206
7.00890   0.132253
7.00900   0.124582
7.00910   0.113504
7.00920    9.85908E-02
7.00930    7.98980E-02
7.00940    5.96996E-02
7.00950    4.25228E-02
7.00960    3.38979E-02
7.00970    3.65346E-02
7.00980    4.88239E-02
 7.00990    6.61774E-02
 7.01000    8.35543E-02
 7.01010    9.63865E-02
 7.01020    1.02736E-01
 7.01030    1.03245E-01
 7.01040    1.01886E-01
 7.01050    1.04728E-01
 7.01060   0.113157
 7.01070   0.122623
 7.01080   0.129437
 7.01090   0.133215
 7.01100   0.134549
 7.01110   0.134663
 7.01120   0.134617
 7.01130   0.133763
 7.01140   0.131651
 7.01150   0.128324
 7.01160   0.123486
 7.01170   0.116418
 7.01180   0.106040
 7.01190    9.28830E-02
 7.01200    8.16542E-02
 7.01210    7.33881E-02
 7.01220    6.30339E-02
 7.01230    4.97275E-02
 7.01240    3.82135E-02
 7.01250    3.32570E-02
